IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
172.31.67.72,50252,169.254.169.254,80,6,7.0,40,40,1,1,17,4294967,0,Benign
172.31.64.13,52741,35.197.239.16,443,6,91.0,237,80,4,2,25,4294879,0,Benign
172.31.66.115,52082,169.254.169.254,80,6,7.0,40,40,1,1,17,4294967,0,Benign
172.31.69.25,21,18.221.219.4,41572,6,0.0,40,0,1,0,20,0,0,Benign
5.101.40.43,58298,172.31.64.49,3389,6,0.0,1476,1873,8,7,222,4293285,0,Benign
172.31.67.50,50715,209.85.202.156,443,6,91.126,3391,10448,30,40,26,4291750,0,Benign
172.31.67.41,137,172.31.67.127,137,17,0.0,468,0,6,0,0,4276079,0,Benign
110.37.226.134,54336,172.31.64.24,445,6,41.0,132,132,3,3,23,4294745,0,Benign
172.31.66.19,3389,213.202.230.144,24382,6,88.0,40,0,1,0,20,0,0,Benign
172.31.66.57,52243,152.195.32.112,443,6,0.0,1014,7331,11,12,223,4294876,0,Benign
172.31.68.6,57106,172.31.0.2,53,17,5.126,144,200,2,2,0,4294943,0,Benign
172.31.69.25,80,18.217.165.70,49696,6,0.0,40,0,1,0,4,0,0,Benign
172.31.67.10,50171,209.85.203.113,443,6,91.126,126,126,2,2,24,4294811,0,Benign
172.31.69.26,54009,209.197.3.19,443,6,0.0,1789,1092,9,11,219,4284438,0,Benign
196.52.84.25,50327,172.31.67.61,3389,6,0.0,1460,2283,8,9,222,4292169,0,Benign
151.101.34.109,443,172.31.68.5,51617,6,91.0,71,0,1,0,25,0,0,Benign
172.31.65.5,55863,172.31.0.2,53,17,0.0,75,160,1,1,0,4294966,0,Benign
172.31.69.25,80,18.218.229.235,57265,6,0.0,1136,0,4,0,27,0,0,Benign
66.17.123.196,58972,172.31.64.49,3389,6,0.0,1480,1873,8,7,222,4293713,0,Benign
172.31.69.25,80,18.216.200.189,51495,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.65.13,49930,216.58.198.66,443,6,91.126,237,80,4,2,25,4294872,0,Benign
96.233.49.71,56404,172.31.68.25,3389,6,0.0,1480,1873,8,7,30,4293744,0,Benign
172.31.65.14,54981,172.31.0.2,53,17,0.0,62,126,1,1,0,4294965,0,Benign
52.14.136.135,63037,172.31.69.25,80,6,0.0,40,0,1,0,20,0,1,DDoS attacks-LOIC-HTTP
172.31.69.17,60512,172.31.0.2,53,17,5.239,66,118,1,1,0,4294966,1,Infilteration
172.31.67.24,55821,172.31.0.2,53,17,0.0,70,86,1,1,0,4294966,0,Benign
172.31.67.9,3389,213.202.230.232,2683,6,88.0,40,0,1,0,20,0,0,Benign
196.52.43.66,6712,172.31.69.28,44818,17,0.0,52,0,1,0,0,0,0,Benign
172.31.69.25,21,18.221.219.4,55808,6,0.0,40,0,1,0,20,0,0,Benign
172.31.69.9,52172,104.244.43.176,443,6,91.12,237,151,4,3,29,4294955,0,Benign
18.221.219.4,32934,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
201.229.10.109,52517,172.31.65.33,3389,6,0.0,1520,1873,9,7,222,4292834,0,Benign
172.31.69.25,80,52.14.136.135,59135,6,0.0,1136,0,4,0,27,0,0,Benign
18.219.5.43,58158,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
190.13.133.250,49232,172.31.67.120,3389,6,0.0,1480,1873,8,7,222,4292897,0,Benign
212.92.107.25,63439,172.31.66.56,3389,6,0.0,1705,3138,9,9,222,4292525,0,Benign
172.31.66.57,54981,23.0.48.56,443,6,0.0,828,4779,11,10,223,4287764,0,Benign
172.31.64.38,3389,213.202.230.207,42434,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.25,21,13.59.126.31,53598,6,0.0,40,0,1,0,20,0,0,Benign
