IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
213.202.230.144,32399,172.31.67.89,3389,6,0.0,1933,2143,12,10,219,4290602,0,Benign
18.219.5.43,55550,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
18.219.193.20,42440,172.31.69.25,80,6,0.0,3875,0,28,0,27,0,1,DoS attacks-Hulk
172.31.64.26,63444,172.31.0.2,53,17,0.0,61,142,1,1,0,4294954,0,Benign
178.93.125.210,16285,172.31.67.41,3389,6,0.0,1516,1873,9,7,30,4291807,0,Benign
0.0.0.0,55751,0.0.0.0,5355,17,0.0,140,0,2,0,0,4294547,0,Benign
172.31.68.5,62875,172.31.0.2,53,17,0.0,140,172,2,2,0,0,0,Benign
193.111.198.10,4461,172.31.66.113,3389,6,0.0,1918,724,13,8,219,4290940,0,Benign
172.31.69.24,63764,172.31.69.16,1102,6,0.0,44,0,1,0,2,0,0,Benign
172.31.68.13,52517,72.21.91.110,443,6,91.0,40,0,1,0,20,0,0,Benign
172.31.66.19,3389,213.202.230.206,34367,6,88.0,40,0,1,0,20,0,0,Benign
172.31.68.19,52091,172.31.0.2,53,17,0.0,59,75,1,1,0,4294967,0,Benign
172.31.65.45,51401,172.31.0.2,53,17,5.126,70,124,1,1,0,4294965,0,Benign
172.31.64.124,50091,23.62.6.11,80,6,7.0,4542,91340,50,77,219,4177659,0,Benign
213.202.230.222,14574,172.31.66.8,3389,6,0.0,1948,724,14,8,219,4291040,0,Benign
172.31.64.85,49847,209.85.203.97,443,6,91.126,126,126,2,2,24,4294811,0,Benign
172.31.68.15,53705,172.217.15.74,443,6,91.126,237,40,4,1,25,4294953,0,Benign
172.31.65.11,49603,169.254.169.254,80,6,7.0,309,403,5,4,219,4289849,0,Benign
18.221.219.4,33212,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
