IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
172.31.69.25,21,18.221.219.4,60538,6,0.0,40,0,1,0,20,0,0,Benign
172.31.65.78,50821,169.254.169.254,80,6,7.0,360,455,5,5,219,4294966,0,Benign
77.72.82.96,57701,172.31.69.24,7073,6,0.0,40,0,1,0,2,0,0,Benign
172.31.68.21,54424,172.31.0.2,53,17,0.0,209,326,3,3,0,0,0,Benign
172.31.66.54,51451,172.31.0.2,53,17,0.0,62,126,1,1,0,4294966,0,Benign
172.31.69.6,52500,18.219.211.138,8080,6,131.7,538,341,5,5,219,4294955,1,Bot
172.31.69.24,49910,172.31.69.16,55600,6,0.0,44,0,1,0,2,0,0,Benign
172.31.64.35,49282,172.31.0.2,53,17,0.0,150,270,2,2,0,4294936,0,Benign
172.31.65.59,60555,172.31.0.2,53,17,0.0,71,87,1,1,0,4294966,0,Benign
172.31.64.51,64092,172.31.0.2,53,17,0.0,62,270,1,1,0,4294964,0,Benign
172.31.67.31,54032,34.228.247.3,443,6,91.178,139501,38246,108,103,25,4284114,0,Benign
5.188.86.57,51062,172.31.67.58,2022,6,0.0,40,0,1,0,2,0,0,Benign
172.31.69.25,80,18.219.5.43,51724,6,0.0,1136,0,4,0,27,0,0,Benign
185.222.211.110,47715,172.31.67.122,3389,6,0.0,1574,1873,11,7,222,4291781,0,Benign
172.31.66.35,55088,172.31.0.2,53,17,5.178,202,366,2,2,0,4294927,0,Benign
172.31.65.109,53561,108.174.10.14,443,6,0.0,292,317,5,6,29,4293986,0,Benign
18.217.165.70,44876,172.31.69.25,80,6,0.0,334,0,2,0,24,0,1,DoS attacks-Slowloris
18.219.32.43,53810,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
82.102.173.85,56801,172.31.65.27,4444,6,0.0,40,0,1,0,2,0,0,Benign
172.31.67.41,52125,169.254.169.254,80,6,7.0,373,700,5,5,27,4294966,0,Benign
172.31.68.18,53856,74.125.28.147,443,6,91.126,1415,4701,12,14,218,4294689,0,Benign
172.31.64.31,64929,172.31.0.2,53,17,5.12,132,484,2,2,0,4294749,0,Benign
213.202.230.143,51256,172.31.65.45,3389,6,0.0,2004,783,15,9,219,4291063,0,Benign
172.31.66.38,3389,193.111.198.63,37973,6,88.0,40,0,1,0,20,0,0,Benign
193.111.198.69,21423,172.31.65.17,3389,6,0.0,1973,2103,13,9,219,4290758,0,Benign
213.202.230.222,24959,172.31.66.121,3389,6,0.0,1910,1951,14,9,219,4290920,0,Benign
172.31.68.9,56504,172.31.0.2,53,17,5.124,57,118,1,1,0,4294965,0,Benign
172.31.68.30,60416,172.31.0.2,53,17,5.126,140,420,2,2,0,4294925,0,Benign
207.74.3.44,61563,172.31.65.77,445,6,0.0,1050,0,8,0,27,0,0,Benign
172.31.65.36,51411,31.13.65.36,443,6,91.119,237,277,4,5,29,4294944,0,Benign
172.31.0.2,53,172.31.65.77,51969,17,0.0,138,0,1,0,0,0,0,Benign
195.22.126.116,41350,172.31.66.116,3389,6,0.0,1951,724,14,8,219,4287747,0,Benign
212.92.120.238,2881,172.31.68.9,3389,6,0.0,1460,1873,8,7,222,4292249,0,Benign
172.31.65.33,53882,66.235.155.40,443,6,0.0,126,86,2,1,24,4294873,0,Benign
183.82.102.6,51258,172.31.65.10,445,6,41.0,132,132,3,3,23,4294712,0,Benign
172.31.69.25,21,18.221.219.4,34944,6,0.0,40,0,1,0,20,0,0,Benign
172.31.67.107,3389,193.111.198.70,22588,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.25,21,18.221.219.4,38486,6,0.0,40,0,1,0,20,0,0,Benign
87.230.72.8,63177,172.31.64.119,3389,6,0.0,1560,1873,10,7,222,4292381,0,Benign
172.31.69.25,21,18.221.219.4,34066,6,0.0,40,0,1,0,20,0,0,Benign
172.31.69.25,80,18.219.9.1,61076,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.69.25,80,18.219.32.43,58263,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.65.8,49246,172.31.0.2,53,17,0.0,58,74,1,1,0,4294966,0,Benign
18.216.200.189,64269,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
