IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
172.31.65.115,62344,172.31.0.2,53,17,5.72,61,89,1,1,0,4294947,0,Benign
172.31.67.21,58873,172.31.0.2,53,17,0.0,134,250,2,2,0,4294767,0,Benign
172.31.67.113,53452,172.31.0.2,53,17,5.126,120,312,2,2,0,4294929,0,Benign
213.202.230.143,51639,172.31.67.50,3389,6,0.0,2010,2103,14,9,219,4291139,0,Benign
172.31.69.23,59062,172.31.0.2,53,17,0.0,68,167,1,1,0,4294964,0,Benign
13.58.98.64,58330,172.31.69.25,22,6,0.0,3164,0,23,0,27,0,1,SSH-Bruteforce
18.218.11.51,51919,172.31.69.25,80,6,0.0,40,0,1,0,20,0,1,DDoS attacks-LOIC-HTTP
172.31.65.43,64200,172.31.0.2,53,17,5.178,109,191,1,1,0,4294955,0,Benign
18.219.193.20,36704,172.31.69.25,80,6,0.0,1201,0,11,0,27,0,1,DoS attacks-Hulk
172.31.65.122,50026,172.31.0.2,53,17,0.0,206,367,3,3,0,0,0,Benign
172.31.69.25,80,18.219.193.20,51362,6,0.0,32489,0,135,0,27,0,0,Benign
172.31.67.83,57125,172.31.0.2,53,17,0.0,68,84,1,1,0,4294967,0,Benign
172.31.67.8,51402,224.0.0.252,5355,17,0.0,122,0,2,0,0,4294224,0,Benign
213.202.230.144,25805,172.31.64.4,3389,6,0.0,1955,724,14,8,219,4291109,0,Benign
187.111.99.131,30828,172.31.65.115,445,6,41.0,132,132,3,3,23,4294820,0,Benign
172.31.64.27,53644,209.85.202.94,443,6,91.126,874,4882,9,9,218,4294519,0,Benign
172.31.69.25,80,18.216.24.42,54244,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.69.25,80,18.219.193.20,60372,6,0.0,32481,0,135,0,27,0,0,Benign
