IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
169.254.169.254,80,172.31.67.62,57314,6,0.0,403,0,4,0,91,0,0,Benign
172.31.64.121,49507,209.85.202.138,443,6,91.126,10965,61551,111,169,24,4177483,0,Benign
172.31.66.108,50095,172.31.0.2,53,17,0.0,66,122,1,1,0,4294966,0,Benign
172.31.69.28,0,52.14.77.172,0,1,81.178,556,0,1,0,0,0,0,Benign
13.59.126.31,42716,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
172.31.65.59,3389,213.202.230.232,28175,6,88.0,40,0,1,0,20,0,0,Benign
172.31.66.16,55510,209.85.202.97,443,6,91.126,1844,4437,14,14,218,4294385,0,Benign
200.54.243.34,63385,172.31.65.18,445,6,0.0,585,344,5,4,30,4294477,0,Benign
172.31.69.25,22,13.58.98.64,49172,6,0.0,3765,0,21,0,27,0,0,Benign
172.31.65.108,55086,213.13.25.43,443,6,0.0,955,5556,10,14,223,4294503,0,Benign
172.31.64.29,3389,213.202.230.219,48581,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.25,21,18.221.219.4,57344,6,0.0,40,0,1,0,20,0,0,Benign
172.31.64.26,52483,173.194.206.156,443,6,91.126,126,86,2,1,24,4294896,0,Benign
172.31.68.18,50003,199.16.156.11,443,6,91.12,944,4971,10,12,223,4294864,0,Benign
172.31.66.16,52665,172.31.0.2,53,17,0.0,70,86,1,1,0,4294966,0,Benign
172.31.64.85,52159,130.211.15.187,443,6,91.126,126,126,2,2,24,4294832,0,Benign
172.31.66.38,51041,23.218.49.27,443,6,0.0,915,3828,9,7,223,4294539,0,Benign
172.31.66.38,64632,172.31.0.2,53,17,5.178,96,160,1,1,0,4294967,0,Benign
5.101.40.105,56351,172.31.64.100,3389,6,0.0,1460,1873,8,7,222,4293253,0,Benign
172.31.69.25,80,18.218.11.51,51476,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.66.53,53890,172.31.0.2,53,17,5.24,75,203,1,1,0,4294967,0,Benign
151.236.38.169,61650,172.31.65.117,3389,6,0.0,1504,1721,11,7,222,4291360,0,Benign
172.31.67.4,3389,31.207.47.41,54244,6,88.0,40,0,1,0,20,0,0,Benign
18.218.55.126,63565,172.31.69.25,80,6,0.0,192,0,4,0,218,0,1,DDoS attacks-LOIC-HTTP
213.202.230.232,8596,172.31.68.6,3389,6,0.0,1908,724,13,8,219,4290816,0,Benign
172.31.67.123,63280,172.31.0.2,53,17,0.0,64,80,1,1,0,4294967,0,Benign
172.31.67.13,49396,172.31.0.2,53,17,5.178,224,388,2,2,0,4294947,0,Benign
172.31.66.91,53657,172.31.0.2,53,17,0.0,150,182,2,2,0,4294841,0,Benign
213.202.230.207,50467,172.31.65.126,3389,6,0.0,2010,2103,14,9,219,4291219,0,Benign
18.219.193.20,35948,172.31.69.25,80,6,0.0,5310,0,43,0,27,0,1,DoS attacks-Hulk
172.31.66.113,50765,172.31.0.2,53,17,5.126,81,97,1,1,0,4294967,0,Benign
172.31.65.118,49458,172.31.0.2,53,17,0.0,115,211,2,2,0,0,0,Benign
213.202.230.144,35910,172.31.66.19,3389,6,0.0,1916,1991,14,10,219,4290798,0,Benign
172.31.67.62,58161,172.31.0.2,53,17,0.0,64,0,1,0,0,0,0,Benign
18.221.219.4,53216,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.69.23,54544,104.67.72.240,443,6,91.0,237,151,4,3,29,4294955,0,Benign
172.31.69.23,50940,216.58.198.74,443,6,91.239,926,4008,10,9,223,4294563,0,Benign
109.254.87.183,56972,172.31.66.11,445,6,41.0,132,132,3,3,23,4294814,0,Benign
52.14.136.135,61579,172.31.69.25,80,6,0.0,40,0,1,0,20,0,1,DDoS attacks-LOIC-HTTP
18.218.55.126,60041,172.31.69.25,80,6,0.0,192,0,4,0,218,0,1,DDoS attacks-LOIC-HTTP
