IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
172.31.67.47,52946,172.31.0.2,53,17,0.0,134,256,2,2,0,4294756,0,Benign
172.31.69.23,53807,172.31.0.2,53,17,0.0,63,95,1,1,0,4294948,0,Benign
212.92.107.25,64196,172.31.64.124,3389,6,0.0,1560,3578,10,12,222,4283027,0,Benign
172.31.69.24,49910,172.31.69.16,3766,6,0.0,44,0,1,0,2,0,0,Benign
172.31.67.53,51903,172.31.0.2,53,17,0.0,62,94,1,1,0,4294966,0,Benign
172.31.69.25,80,18.219.193.20,50330,6,0.0,18037,0,75,0,27,0,0,Benign
172.31.64.80,50147,169.254.169.254,80,6,7.0,373,700,5,5,219,4293615,0,Benign
104.193.8.12,65181,172.31.68.8,445,6,41.0,132,132,3,3,23,4294945,0,Benign
172.31.68.23,52843,172.31.0.2,53,17,0.0,146,296,2,2,0,4294895,0,Benign
172.31.68.21,51234,209.85.202.97,443,6,91.126,237,120,4,3,25,4294871,0,Benign
188.54.179.181,50724,172.31.68.15,445,6,0.0,585,344,5,4,30,4294384,0,Benign
199.83.134.90,443,172.31.65.38,52807,6,91.0,719,0,11,0,25,4238663,0,Benign
18.221.219.4,53574,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
35.167.62.142,60911,172.31.64.114,3389,6,0.0,1384,1721,8,7,222,4293526,0,Benign
172.31.64.46,54351,172.31.0.2,53,17,5.126,65,105,1,1,0,4294965,0,Benign
172.31.66.20,53647,172.31.0.2,53,17,0.0,63,127,1,1,0,4294966,0,Benign
172.31.67.29,51049,172.31.0.2,53,17,0.0,58,160,1,1,0,4294940,0,Benign
196.52.84.25,49753,172.31.66.20,3389,6,0.0,2161,1984,9,9,222,4292475,0,Benign
172.31.65.51,63998,172.31.0.2,53,17,0.0,67,83,1,1,0,4294966,0,Benign
172.31.66.94,58370,172.31.0.2,53,17,5.126,60,156,1,1,0,4294966,0,Benign
18.218.229.235,64176,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.66.46,50518,172.31.0.2,53,17,0.0,75,91,1,1,0,4294967,0,Benign
172.31.65.84,63046,172.31.0.2,53,17,0.0,80,150,1,1,0,4294949,0,Benign
172.31.66.22,59418,172.31.0.2,53,17,0.0,59,123,1,1,0,4294964,0,Benign
172.31.64.49,49912,54.230.19.100,443,6,91.24,775,5533,10,8,219,4289915,0,Benign
172.31.69.25,22,13.58.98.64,46410,6,0.0,3869,0,23,0,27,0,0,Benign
172.31.68.6,3389,213.202.230.206,48360,6,88.0,40,0,1,0,20,0,0,Benign
172.31.67.21,52757,172.31.0.2,53,17,0.0,57,89,1,1,0,4294966,0,Benign
172.31.64.51,50711,52.3.94.75,443,6,91.178,895,4627,14,16,219,4234202,0,Benign
5.39.220.10,16305,172.31.64.26,3389,6,0.0,1972,2143,13,10,219,4292095,0,Benign
172.31.66.25,3389,193.111.198.62,7427,6,88.0,40,0,1,0,20,0,0,Benign
93.174.93.218,53569,172.31.67.17,8088,6,0.0,40,0,1,0,2,0,0,Benign
172.31.65.61,53730,172.31.0.2,53,17,0.0,80,140,1,1,0,4294966,0,Benign
172.31.69.25,22,13.58.98.64,52002,6,0.0,3869,0,23,0,27,0,0,Benign
172.31.65.10,50701,169.254.169.254,80,6,7.0,309,403,5,4,27,4288688,0,Benign
172.31.65.45,65286,172.31.0.2,53,17,0.0,59,106,1,1,0,4294965,0,Benign
172.31.65.10,61351,172.31.0.2,53,17,0.0,214,307,3,3,0,4291455,0,Benign
18.221.219.4,53316,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.66.57,50140,74.125.28.106,443,6,91.126,126,126,2,2,24,4294858,0,Benign
172.31.69.25,80,18.219.193.20,38498,6,0.0,11978,0,49,0,27,0,0,Benign
172.31.67.101,51036,209.85.202.95,80,6,7.239,1118,8909,19,20,27,4179035,0,Benign
172.31.66.37,50284,23.13.154.167,443,6,0.0,2030,2360,20,19,223,4179448,0,Benign
18.219.193.20,56796,172.31.69.25,80,6,0.0,5812,0,45,0,27,0,1,DoS attacks-Hulk
172.31.69.25,21,18.221.219.4,48732,6,0.0,40,0,1,0,20,0,0,Benign
