IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
172.31.69.25,21,18.221.219.4,47748,6,0.0,40,0,1,0,20,0,0,Benign
213.202.230.232,13441,172.31.67.59,3389,6,0.0,1873,1951,13,9,219,4291095,0,Benign
103.228.130.57,6000,172.31.64.114,3306,6,20.0,40,0,1,0,2,0,0,Benign
172.31.66.26,54749,172.217.5.226,443,6,91.126,1572,5388,12,14,218,4294781,0,Benign
172.31.64.13,49687,131.253.34.251,443,6,0.0,154,166,2,1,24,4294891,0,Benign
172.31.65.122,60220,172.31.0.2,53,17,5.126,63,115,1,1,0,4294966,0,Benign
172.31.66.91,51478,216.58.198.72,443,6,91.126,237,40,4,1,25,4294870,0,Benign
172.31.66.16,53048,172.31.0.2,53,17,0.0,68,129,1,1,0,4294951,0,Benign
172.31.65.77,54206,23.218.55.94,443,6,0.0,1165,0,12,0,31,0,0,Benign
172.31.66.46,53508,172.31.0.2,53,17,5.178,90,218,1,1,0,4294967,0,Benign
172.31.65.13,49416,199.16.157.105,443,6,91.12,126,86,2,1,24,4294889,0,Benign
18.217.165.70,46932,172.31.69.25,80,6,0.0,282,0,1,0,24,0,1,DoS attacks-Slowloris
172.31.65.118,3389,213.202.230.219,4751,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.24,58632,172.31.69.16,993,6,51.0,44,0,1,0,2,0,0,Benign
172.31.64.49,59373,172.31.0.2,53,17,0.0,72,128,1,1,0,4294942,0,Benign
172.31.65.118,50735,23.219.88.169,80,6,7.0,326,352,8,7,17,4239498,0,Benign
5.101.40.105,51194,172.31.66.91,3389,6,0.0,1460,1873,8,7,222,4293285,0,Benign
172.31.0.2,53,172.31.69.22,37857,17,0.0,112,0,1,0,0,0,0,Benign
172.31.65.116,3389,213.202.230.222,54954,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.25,80,18.219.211.138,51218,6,0.0,1188,0,4,0,27,0,0,Benign
172.31.69.25,21,13.59.126.31,41170,6,0.0,40,0,1,0,20,0,0,Benign
18.219.193.20,49552,172.31.69.25,80,6,0.0,16005,0,118,0,27,0,1,DoS attacks-Hulk
172.31.65.77,49930,23.218.63.157,443,6,0.0,710,0,9,0,31,0,0,Benign
18.221.219.4,45558,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.66.25,3389,193.111.198.62,39878,6,88.0,40,0,1,0,20,0,0,Benign
13.58.98.64,45266,172.31.69.25,22,6,0.0,3096,0,22,0,27,0,1,SSH-Bruteforce
172.31.66.20,58238,172.31.0.2,53,17,0.0,70,86,1,1,0,4294967,0,Benign
172.31.69.25,80,18.219.193.20,41878,6,0.0,2466,0,11,0,27,0,0,Benign
172.31.66.98,62513,172.31.0.2,53,17,0.0,64,80,1,1,0,4294967,0,Benign
172.31.65.108,60009,224.0.0.252,5355,17,0.0,94,0,2,0,0,4294442,0,Benign
172.31.66.121,49543,54.230.36.67,443,6,91.178,969,4183,10,9,27,4294841,0,Benign
193.111.198.63,42308,172.31.64.42,3389,6,0.0,1886,764,13,9,219,4284955,0,Benign
172.31.0.2,53,172.31.67.62,62340,17,0.0,177,0,1,0,0,0,0,Benign
172.31.68.6,3389,213.202.230.206,31080,6,88.0,40,0,1,0,20,0,0,Benign
18.218.115.60,56814,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.64.38,50960,8.253.134.99,80,6,7.0,80,40,2,1,17,4294948,0,Benign
172.31.65.59,49862,216.58.198.74,443,6,91.126,126,126,2,2,24,4294779,0,Benign
172.31.65.37,55698,172.31.0.2,53,17,5.178,106,186,1,1,0,4294966,0,Benign
177.202.40.2,49520,172.31.64.26,445,6,41.0,40,0,1,0,20,0,0,Benign
213.202.230.144,46777,172.31.64.44,3389,6,0.0,1955,724,14,8,219,4290996,0,Benign
18.218.115.60,57839,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.69.24,59516,172.31.69.8,18040,6,0.0,44,0,1,0,2,0,0,Benign
18.219.193.20,53214,172.31.69.25,80,6,0.0,17663,0,142,0,27,0,1,DoS attacks-Hulk
172.31.65.61,53907,172.31.0.2,53,17,0.0,67,126,1,1,0,4294966,0,Benign
185.222.211.110,33425,172.31.64.31,3389,6,0.0,1494,1721,11,7,222,4291685,0,Benign
172.31.66.77,58929,172.31.0.2,53,17,0.0,68,167,1,1,0,4294966,0,Benign
200.142.108.110,65074,172.31.68.18,445,6,0.0,585,344,5,4,30,4294521,0,Benign
180.100.217.115,59597,172.31.64.52,3389,6,0.0,1424,1721,9,7,30,4291428,0,Benign
172.31.68.15,53998,172.31.0.2,53,17,0.0,64,80,1,1,0,4294967,0,Benign
18.221.219.4,50086,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
212.92.114.68,55463,172.31.65.33,3389,6,0.0,215,92,4,2,222,4279259,0,Benign
172.31.65.13,58787,172.31.0.2,53,17,5.126,60,177,1,1,0,4294966,0,Benign
