IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
5.101.40.105,50878,172.31.64.81,3389,6,0.0,1460,1873,8,7,222,4293227,0,Benign
172.31.65.33,59493,172.31.0.2,53,17,0.0,64,120,1,1,0,4294947,0,Benign
96.69.128.189,54529,172.31.67.29,3389,6,0.0,1544,1873,10,7,222,4292475,0,Benign
172.31.65.39,54656,178.255.83.1,80,6,7.0,648,1071,5,5,219,4294897,0,Benign
172.31.66.22,51567,172.217.13.66,443,6,91.126,1684,5152,15,15,26,4293718,0,Benign
13.58.98.64,53130,172.31.69.25,22,6,0.0,3264,0,24,0,27,0,1,SSH-Bruteforce
172.31.65.118,52225,130.211.38.145,443,6,91.126,872,2267,6,10,24,4284105,0,Benign
172.31.66.37,52656,34.192.187.63,443,6,91.178,2333,6154,17,17,219,4229649,0,Benign
172.31.69.25,22,13.58.98.64,44778,6,0.0,3869,0,23,0,27,0,0,Benign
172.31.67.58,59301,172.31.0.2,53,17,0.0,59,75,1,1,0,4294966,0,Benign
172.31.65.122,52337,209.85.202.148,443,6,91.126,974,3695,11,9,223,4294277,0,Benign
172.31.69.26,55303,172.217.13.232,443,6,91.126,1613,37275,21,34,222,4292242,0,Benign
13.59.126.31,40558,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
172.31.67.31,53812,151.139.237.113,443,6,0.0,126,86,2,1,24,4294889,0,Benign
172.31.65.10,50653,169.254.169.254,80,6,7.0,373,700,5,5,27,4294966,0,Benign
80.68.1.225,57108,172.31.65.34,3389,6,0.0,1544,1873,10,7,30,4289065,0,Benign
172.31.69.5,50865,54.86.49.63,443,6,91.178,1596,3834,9,9,222,4284909,0,Benign
172.31.65.48,3389,5.39.216.195,33654,6,88.0,40,0,1,0,20,0,0,Benign
172.31.64.8,52379,172.217.7.136,443,6,91.126,237,40,4,1,25,4294955,0,Benign
62.1.169.9,65186,172.31.66.17,3389,6,0.0,1500,1869,9,7,30,4292535,0,Benign
223.221.240.54,56571,172.31.67.10,445,6,41.0,128,128,3,3,23,4294656,0,Benign
13.59.126.31,47090,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
172.31.64.60,49679,52.165.231.192,443,6,0.0,154,166,2,1,24,4294889,0,Benign
141.212.122.24,37793,172.31.67.20,7547,6,0.0,40,0,1,0,2,0,0,Benign
172.31.67.34,49370,169.254.169.254,80,6,7.0,373,700,5,5,219,4294966,0,Benign
5.101.40.43,51108,172.31.67.89,3389,6,0.0,1476,2033,8,11,222,4278376,0,Benign
172.31.65.43,53905,172.31.0.2,53,17,0.0,70,86,1,1,0,4294966,0,Benign
18.219.193.20,33324,172.31.69.25,80,6,0.0,17860,0,142,0,27,0,1,DoS attacks-Hulk
172.31.68.15,49673,52.165.231.192,443,6,0.0,154,166,2,1,24,4294720,0,Benign
77.113.56.244,51996,172.31.67.48,445,6,41.0,132,132,3,3,23,4294808,0,Benign
172.31.67.81,50926,172.217.9.206,443,6,91.126,237,80,4,2,25,4294955,0,Benign
207.74.3.44,65214,172.31.67.28,139,6,10.0,88,48,2,1,22,4294934,0,Benign
172.31.65.23,49896,169.254.169.254,80,6,7.0,40,40,1,1,17,4294967,0,Benign
172.31.64.81,53456,31.13.65.36,443,6,91.119,237,277,4,5,29,4294944,0,Benign
172.31.67.78,61239,172.31.0.2,53,17,0.0,63,139,1,1,0,4294962,0,Benign
172.31.65.115,56155,172.31.0.2,53,17,5.126,70,210,1,1,0,4294965,0,Benign
5.101.40.105,50571,172.31.65.73,3389,6,0.0,1460,2033,8,11,222,4288991,0,Benign
172.31.69.25,80,18.217.165.70,47022,6,0.0,40,0,1,0,4,0,0,Benign
172.31.65.40,63902,172.31.0.2,53,17,5.126,65,105,1,1,0,4294945,0,Benign
172.31.69.25,80,18.218.55.126,61059,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.64.42,64929,172.31.0.2,53,17,0.0,68,167,1,1,0,4294964,0,Benign
23.218.62.30,443,172.31.65.8,50679,6,0.0,21469,13251,85,40,24,4178043,0,Benign
172.31.67.75,62340,172.31.0.2,53,17,5.24,150,406,2,2,0,4294935,0,Benign
18.218.115.60,60880,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.65.42,50595,169.254.169.254,80,6,7.0,40,40,1,1,17,4294966,0,Benign
172.31.67.41,51308,104.16.208.165,443,6,91.22,126,86,2,1,24,4294893,0,Benign
18.219.193.20,51614,172.31.69.25,80,6,0.0,9466,0,75,0,27,0,1,DoS attacks-Hulk
18.221.219.4,39606,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.68.5,52904,13.33.81.58,443,6,91.178,237,80,4,2,25,4294949,0,Benign
172.31.68.8,123,52.179.17.38,123,17,0.0,76,76,1,1,0,4294948,0,Benign
5.101.40.43,49219,172.31.65.45,3389,6,0.0,1460,1873,8,7,222,4293279,0,Benign
172.31.68.9,51248,216.58.198.78,80,6,7.126,1647,2236,19,17,219,4178559,0,Benign
213.202.230.144,11674,172.31.67.27,3389,6,0.0,1878,1951,13,9,219,4290890,0,Benign
18.218.55.126,60515,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
185.129.148.190,37673,172.31.67.19,3389,6,0.0,1868,2143,10,10,219,4292472,0,Benign
172.31.65.45,63466,172.31.0.2,53,17,5.126,71,130,1,1,0,4294965,0,Benign
172.31.69.25,21,13.59.126.31,50050,6,0.0,40,0,1,0,20,0,0,Benign
5.39.217.113,56267,172.31.64.14,3389,6,0.0,1540,1873,10,7,222,4292260,0,Benign
172.31.65.51,53374,23.218.141.114,443,6,0.0,1769,6455,22,21,223,4178699,0,Benign
213.202.230.217,34389,172.31.65.11,3389,6,0.0,1972,2103,13,9,219,4291053,0,Benign
172.31.69.25,80,18.219.32.43,63309,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.69.25,80,18.219.5.43,51542,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.64.35,52564,169.254.169.254,80,6,7.0,40,40,1,1,17,4294967,0,Benign
172.31.68.14,3389,193.111.198.65,42975,6,88.0,40,0,1,0,20,0,0,Benign
13.59.126.31,58568,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
18.218.115.60,60055,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.67.47,60053,172.31.0.2,53,17,0.0,144,306,2,2,0,4294943,0,Benign
172.31.64.121,60112,172.31.0.2,53,17,0.0,114,256,2,2,0,4294879,0,Benign
18.221.219.4,58962,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.69.25,80,18.218.55.126,54433,6,0.0,1136,0,4,0,27,0,0,Benign
193.111.198.10,20765,172.31.67.8,3389,6,0.0,1934,2103,12,9,219,4292163,0,Benign
193.111.198.70,54731,172.31.68.30,3389,6,88.0,92,52,2,1,214,4294841,0,Benign
172.31.69.25,21,13.59.126.31,44922,6,0.0,40,0,1,0,20,0,0,Benign
172.31.64.100,50971,216.58.198.78,80,6,7.126,2119,3022,20,19,219,4178688,0,Benign
172.31.69.25,80,18.219.193.20,40730,6,0.0,32533,0,136,0,27,0,0,Benign
23.225.163.149,1491,172.31.67.8,135,6,0.0,1458,626,7,7,27,4291634,0,Benign
13.59.126.31,40898,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
5.101.40.105,61363,172.31.65.43,3389,6,0.0,1460,1873,8,7,222,4293303,0,Benign
172.31.69.25,22,13.58.98.64,48434,6,0.0,3869,0,23,0,27,0,0,Benign
172.31.67.14,50305,169.254.169.254,80,6,7.0,373,700,5,5,27,4294966,0,Benign
18.221.219.4,58480,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
82.97.198.153,51241,172.31.66.46,3389,6,0.0,1384,1721,8,7,222,4293128,0,Benign
172.31.67.107,53142,172.31.0.2,53,17,0.0,62,78,1,1,0,4294966,0,Benign
113.160.156.49,54672,172.31.64.121,445,6,0.0,656,886,7,7,31,4293568,0,Benign
185.222.56.84,57022,172.31.65.112,3389,6,0.0,1516,3086,9,8,30,4293129,0,Benign
172.31.66.42,51892,209.85.202.157,443,6,91.126,1417,3921,12,12,26,4294315,0,Benign
213.202.230.226,5673,172.31.66.40,3389,6,0.0,2018,815,15,9,219,4291101,0,Benign
185.222.211.110,27730,172.31.67.124,3389,6,0.0,1414,1721,9,7,222,4292124,0,Benign
172.31.64.31,59721,172.31.0.2,53,17,5.126,78,94,1,1,0,4294966,0,Benign
18.221.219.4,43450,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.65.39,65345,172.31.0.2,53,17,5.126,71,135,1,1,0,4294966,0,Benign
172.31.69.25,80,18.219.193.20,60462,6,0.0,22745,0,93,0,27,0,0,Benign
177.74.62.70,40192,172.31.64.49,445,6,41.0,132,132,3,3,23,4294828,0,Benign
172.31.69.25,80,18.218.55.126,63012,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.69.24,52519,172.31.0.2,53,17,0.0,68,84,1,1,0,4294967,0,Benign
172.31.65.18,49724,172.31.0.2,53,17,0.0,70,86,1,1,0,4294967,0,Benign
172.31.64.42,62320,172.31.0.2,53,17,0.0,61,77,1,1,0,4294967,0,Benign
172.31.69.25,80,18.216.24.42,57485,6,0.0,1136,0,4,0,27,0,0,Benign
195.222.75.1,59278,172.31.66.57,3389,6,0.0,1556,3086,10,8,30,4290716,0,Benign
172.31.69.25,21,18.221.219.4,52836,6,0.0,40,0,1,0,20,0,0,Benign
172.31.64.8,3389,213.202.230.226,53254,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.6,54537,18.219.211.138,8080,6,131.7,538,341,5,5,219,4294953,1,Bot
213.202.230.206,47696,172.31.64.97,3389,6,0.0,1879,1951,13,9,219,4291355,0,Benign
172.31.69.25,80,18.216.200.189,58888,6,0.0,1136,0,4,0,27,0,0,Benign
172.31.68.14,64748,172.31.0.2,53,17,5.126,70,124,1,1,0,4294966,0,Benign
69.16.232.48,60775,172.31.64.42,3389,6,0.0,1504,1873,9,7,222,4293634,0,Benign
172.31.65.84,50010,185.167.164.42,443,6,0.0,1254,5644,11,12,218,4294657,0,Benign
172.31.66.17,53882,34.225.190.139,443,6,91.178,571,477,4,3,24,4285392,0,Benign
172.31.66.100,58562,172.31.0.2,53,17,0.0,73,205,1,1,0,4294961,0,Benign
172.31.66.54,51242,169.254.169.254,80,6,7.0,40,40,1,1,17,4294966,0,Benign
172.31.67.61,49671,65.52.108.208,443,6,0.0,154,166,2,1,24,4294889,0,Benign
172.31.69.25,21,18.221.219.4,49952,6,0.0,40,0,1,0,20,0,0,Benign
172.31.67.75,50809,172.31.0.2,53,17,0.0,63,79,1,1,0,4294966,0,Benign
172.31.67.41,51785,169.254.169.254,80,6,7.0,40,40,1,1,17,4294966,0,Benign
172.31.65.51,50651,52.207.102.156,443,6,91.178,860,4631,13,15,219,4234613,0,Benign
172.31.69.25,22,13.58.98.64,44300,6,0.0,3869,0,23,0,27,0,0,Benign
172.31.67.7,51434,172.217.7.225,443,6,91.126,885,4928,9,9,218,4294687,0,Benign
172.31.69.13,51402,172.31.0.2,53,17,0.0,148,284,2,2,0,4294934,1,Infilteration
172.31.65.76,3389,213.202.230.219,54388,6,88.0,40,0,1,0,20,0,0,Benign
172.31.64.16,50349,34.199.199.109,443,6,91.178,126,86,2,1,24,4294904,0,Benign
172.31.66.116,51527,23.218.49.211,443,6,91.0,479,567,11,11,29,4219545,0,Benign
172.31.66.69,52742,169.54.33.165,443,6,0.0,1363,4438,15,15,27,4229887,0,Benign
172.31.64.20,3389,185.129.148.247,10929,6,88.0,40,0,1,0,20,0,0,Benign
5.101.40.43,51907,172.31.66.108,3389,6,0.0,1476,1873,8,7,222,4293297,0,Benign
172.31.64.81,52456,172.31.0.2,53,17,0.0,68,167,1,1,0,4294966,0,Benign
172.31.65.45,51231,35.167.66.243,443,6,0.0,1035,4188,17,21,218,4185138,0,Benign
172.31.67.99,56366,172.31.0.2,53,17,0.0,186,318,2,2,0,4294870,0,Benign
172.31.68.4,52059,162.247.242.19,443,6,0.0,2101,4217,22,24,219,4179055,0,Benign
172.31.66.26,58673,172.31.0.2,53,17,0.0,61,151,1,1,0,4294965,0,Benign
172.31.67.20,54025,172.31.0.2,53,17,5.119,146,202,2,2,0,4294946,0,Benign
68.187.33.182,53086,172.31.66.87,3389,6,0.0,1464,1993,8,10,30,4292024,0,Benign
172.31.65.76,3389,213.202.230.206,19112,6,88.0,40,0,1,0,20,0,0,Benign
172.31.65.59,53948,178.255.83.1,80,6,7.0,649,1071,5,5,219,4294884,0,Benign
172.31.65.39,50306,23.218.49.27,443,6,91.0,237,151,4,3,29,4294944,0,Benign
172.31.65.122,56619,172.31.0.2,53,17,0.0,68,167,1,1,0,4294908,0,Benign
18.218.55.126,53900,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
213.202.230.217,11174,172.31.65.116,3389,6,0.0,2031,2103,14,9,219,4290861,0,Benign
172.31.65.43,52445,13.33.37.163,443,6,91.178,126,86,2,1,24,4294889,0,Benign
172.31.67.41,51925,224.0.0.252,5355,17,0.0,122,0,2,0,0,4294552,0,Benign
172.31.65.108,52862,172.31.0.2,53,17,0.0,129,207,2,2,0,4282071,0,Benign
172.31.67.53,52230,216.58.211.162,443,6,91.126,126,126,2,2,24,4294680,0,Benign
172.31.65.99,49854,169.254.169.254,80,6,7.0,309,403,5,4,219,4288954,0,Benign
172.31.69.9,62545,172.31.0.2,53,17,0.0,68,84,1,1,0,4294967,0,Benign
172.31.68.9,3389,213.202.230.37,52857,6,88.0,40,0,1,0,20,0,0,Benign
213.202.230.217,57307,172.31.68.9,3389,6,0.0,1967,724,14,8,219,4290336,0,Benign
172.31.69.25,22,13.58.98.64,50976,6,0.0,3765,0,21,0,27,0,0,Benign
172.31.66.28,55096,172.31.0.2,53,17,0.0,64,96,1,1,0,4294966,0,Benign
172.31.65.112,58987,172.31.0.2,53,17,5.119,66,114,1,1,0,4294965,0,Benign
172.31.66.40,0,63.130.78.30,0,1,0.0,68,0,1,0,0,0,0,Benign
172.31.69.25,80,18.218.115.60,54622,6,0.0,1136,0,4,0,27,0,0,Benign
105.229.68.14,58372,172.31.67.114,445,6,0.0,498,342,5,4,30,4293969,0,Benign
13.58.98.64,44440,172.31.69.25,22,6,0.0,3148,0,23,0,27,0,1,SSH-Bruteforce
5.188.86.51,50950,172.31.69.6,3006,6,0.0,40,0,1,0,2,0,0,Benign
172.31.67.8,3389,213.202.230.226,27066,6,88.0,40,0,1,0,20,0,0,Benign
77.245.86.81,58877,172.31.64.11,3389,6,0.0,1520,1873,9,7,222,4292506,0,Benign
172.31.67.50,51856,209.85.202.84,443,6,91.126,237,80,4,2,25,4294870,0,Benign
5.188.11.188,54193,172.31.67.12,3346,6,0.0,40,0,1,0,2,0,0,Benign
172.31.66.63,51472,209.85.202.102,443,6,91.126,126,86,2,1,24,4294795,0,Benign
18.219.9.1,56290,172.31.69.25,80,6,0.0,40,0,1,0,20,0,1,DDoS attacks-LOIC-HTTP
