IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
18.218.11.51,49899,172.31.69.25,80,6,0.0,192,0,4,0,218,0,1,DDoS attacks-LOIC-HTTP
172.31.64.97,54838,172.31.0.2,53,17,0.0,64,192,1,1,0,4294954,0,Benign
18.217.165.70,50424,172.31.69.25,80,6,0.0,282,0,1,0,24,0,1,DoS attacks-Slowloris
172.31.65.115,51171,172.31.0.2,53,17,0.0,60,133,1,1,0,4294730,0,Benign
172.31.65.40,50955,23.36.70.124,443,6,0.0,1822,37075,30,45,31,4176687,0,Benign
13.59.126.31,52756,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
109.201.152.18,58861,172.31.68.23,3389,6,0.0,1476,1873,8,7,222,4293091,0,Benign
172.31.69.16,50536,172.31.0.2,53,17,0.0,184,276,3,3,0,0,1,Infilteration
14.174.228.174,61681,172.31.69.9,445,6,0.0,585,344,5,4,30,4294199,0,Benign
82.197.253.1,50622,172.31.67.28,3295,6,0.0,40,0,1,0,2,0,0,Benign
172.31.66.25,51665,216.58.198.78,80,6,7.126,1137,1450,17,15,219,4178859,0,Benign
172.31.67.101,49366,172.31.0.2,53,17,5.126,126,158,2,2,0,4294923,0,Benign
172.31.66.22,50400,169.254.169.254,80,6,7.0,309,403,5,4,27,4289432,0,Benign
172.31.69.25,80,18.219.193.20,34522,6,0.0,21602,0,89,0,27,0,0,Benign
172.31.69.25,21,18.221.219.4,52356,6,0.0,40,0,1,0,20,0,0,Benign
172.31.67.19,3389,185.129.148.190,54310,6,88.0,40,0,1,0,20,0,0,Benign
18.221.219.4,38372,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.65.118,51863,52.85.133.163,443,6,91.178,126,86,2,1,24,4294890,0,Benign
172.31.65.77,53174,172.31.0.2,53,17,0.0,68,0,1,0,0,0,0,Benign
172.31.65.77,59011,104.90.38.79,443,6,0.0,710,0,9,0,31,0,0,Benign
172.31.66.40,58014,172.31.0.2,53,17,0.0,67,123,1,1,0,4294966,0,Benign
213.202.230.217,48134,172.31.64.26,3389,6,0.0,2012,2103,14,9,219,4291036,0,Benign
172.31.65.99,51493,169.254.169.254,80,6,7.0,309,403,5,4,219,4289120,0,Benign
172.31.69.6,49841,205.186.147.63,443,6,91.0,152,120,3,3,214,4293920,0,Benign
5.101.40.105,59742,172.31.67.34,3389,6,0.0,1476,1873,8,7,222,4293297,0,Benign
23.194.187.221,0,172.31.67.29,0,1,0.0,68,0,1,0,0,0,0,Benign
213.202.230.144,37411,172.31.64.124,3389,6,0.0,1961,724,14,8,219,4290953,0,Benign
172.31.0.2,53,172.31.69.21,54335,17,0.0,109,0,1,0,0,0,0,Benign
18.221.219.4,51334,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
218.19.16.188,64920,172.31.65.37,3389,6,0.0,1476,1873,8,7,30,4292554,0,Benign
172.31.69.25,80,18.218.229.235,50469,6,0.0,1136,0,4,0,27,0,0,Benign
80.241.219.91,50004,172.31.65.126,3389,6,0.0,1560,1873,10,7,30,4291153,0,Benign
5.101.40.43,49233,172.31.65.35,3389,6,0.0,1460,2033,8,11,222,4281697,0,Benign
172.31.65.44,63675,172.31.0.2,53,17,0.0,69,85,1,1,0,4294967,0,Benign
172.31.69.25,80,18.218.11.51,60602,6,0.0,1136,0,4,0,27,0,0,Benign
193.111.198.65,45352,172.31.65.73,3389,6,88.0,92,52,2,1,214,4294861,0,Benign
49.204.226.111,21528,172.31.65.36,445,6,0.0,498,342,5,4,30,4294197,0,Benign
172.31.66.26,61275,172.31.0.2,53,17,0.0,59,91,1,1,0,4294966,0,Benign
172.31.66.57,55205,74.117.206.68,443,6,0.0,651,555,8,10,219,4288618,0,Benign
213.202.230.219,10593,172.31.67.40,3389,6,0.0,2013,2143,14,10,219,4290818,0,Benign
172.31.67.72,56611,172.31.0.2,53,17,0.0,57,127,1,1,0,4294917,0,Benign
172.31.64.29,60031,172.31.0.2,53,17,0.0,57,110,1,1,0,4294929,0,Benign
172.31.0.2,53,172.31.67.62,55670,17,0.0,165,0,1,0,0,0,0,Benign
213.202.230.37,36409,172.31.66.9,3389,6,0.0,1914,1951,14,9,219,4291049,0,Benign
185.94.111.1,43166,172.31.67.92,17,17,0.0,28,0,1,0,0,0,0,Benign
195.2.253.98,61793,172.31.66.28,3389,6,0.0,1556,1873,10,7,222,4292689,0,Benign
50.78.235.65,60548,172.31.64.124,3389,6,0.0,1464,1873,8,7,30,4293633,0,Benign
18.221.219.4,55352,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.66.123,64034,172.31.0.2,53,17,0.0,72,370,1,1,0,4294952,0,Benign
172.31.69.25,80,18.219.211.138,60572,6,0.0,1188,0,4,0,27,0,0,Benign
18.219.193.20,52780,172.31.69.25,80,6,0.0,8600,0,58,0,27,0,1,DoS attacks-Hulk
172.31.66.34,57334,172.31.0.2,53,17,0.0,64,80,1,1,0,4294966,0,Benign
172.31.67.19,53500,172.31.0.2,53,17,5.2170000000000005,62,78,1,1,0,4294947,0,Benign
122.154.103.130,55230,172.31.68.28,445,6,0.0,585,344,5,4,30,4294084,0,Benign
172.31.69.25,21,13.59.126.31,45280,6,0.0,40,0,1,0,20,0,0,Benign
213.202.230.226,41556,172.31.64.8,3389,6,0.0,2020,783,15,9,219,4290834,0,Benign
18.218.229.235,56005,172.31.69.25,80,6,0.0,40,0,1,0,20,0,1,DDoS attacks-LOIC-HTTP
18.217.165.70,37650,172.31.69.25,80,6,0.0,60,0,1,0,24,0,1,DoS attacks-Slowloris
172.31.65.41,50101,172.217.15.66,443,6,91.126,4341,144654,42,131,218,4293833,0,Benign
