IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
172.31.67.57,59478,172.31.0.2,53,17,0.0,59,123,1,1,0,4294966,0,Benign
172.31.68.6,59967,172.31.0.2,53,17,0.0,73,191,1,1,0,4294932,0,Benign
52.14.136.135,57979,172.31.69.25,80,6,0.0,192,0,4,0,218,0,1,DDoS attacks-LOIC-HTTP
13.58.98.64,38036,172.31.69.25,22,6,0.0,3252,0,25,0,27,0,1,SSH-Bruteforce
18.218.115.60,59989,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.68.30,51382,172.31.0.2,53,17,0.0,146,178,2,2,0,4294927,0,Benign
172.31.65.37,63041,172.31.0.2,53,17,0.0,68,167,1,1,0,4294965,0,Benign
212.92.107.25,57828,172.31.65.55,3389,6,0.0,1637,2643,10,11,222,4288555,0,Benign
14.177.64.138,35205,172.31.69.23,445,6,0.0,585,344,5,4,30,4294149,0,Benign
172.31.65.45,53265,178.255.83.1,80,6,7.0,649,1072,5,5,219,4294897,0,Benign
151.253.12.109,56049,172.31.68.10,3389,6,0.0,1769,4351,10,10,30,4288869,0,Benign
172.31.65.34,56357,224.0.0.252,5355,17,0.0,100,0,2,0,0,4294547,0,Benign
63.241.180.196,43424,172.31.64.93,445,6,41.0,128,128,3,3,23,4294912,0,Benign
5.101.40.43,57931,172.31.66.107,3389,6,0.0,1460,1873,8,7,222,4293302,0,Benign
172.31.65.41,49717,172.217.9.198,443,6,91.126,2485,8297,20,29,218,4292651,0,Benign
50.78.235.65,50195,172.31.68.8,3389,6,0.0,1464,1873,8,7,30,4293776,0,Benign
18.219.9.1,53572,172.31.69.25,80,6,0.0,232,0,5,0,222,0,1,DDoS attacks-LOIC-HTTP
172.31.67.10,50688,52.6.211.205,443,6,91.178,120,40,1,1,24,4294945,0,Benign
18.221.219.4,36466,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
18.221.219.4,37136,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,FTP-BruteForce
172.31.67.78,63363,172.31.0.2,53,17,0.0,65,97,1,1,0,4294966,0,Benign
172.31.65.84,54057,172.217.15.67,443,6,91.126,126,86,2,1,24,4294904,0,Benign
80.241.219.91,51877,172.31.65.6,3389,6,0.0,1384,1721,8,7,30,4293140,0,Benign
172.31.66.55,50266,172.31.0.2,53,17,0.0,70,86,1,1,0,4294966,0,Benign
172.31.64.60,61510,172.31.0.2,53,17,0.0,71,99,1,1,0,4294966,0,Benign
13.59.126.31,47210,172.31.69.25,21,6,0.0,60,0,1,0,2,0,1,DoS attacks-SlowHTTPTest
172.31.69.12,49635,172.31.0.2,53,17,0.0,150,226,2,2,0,0,1,Infilteration
172.31.67.17,3389,193.111.198.63,12568,6,88.0,40,0,1,0,20,0,0,Benign
172.31.69.25,21,13.59.126.31,41262,6,0.0,40,0,1,0,20,0,0,Benign
172.31.64.27,51762,172.31.0.2,53,17,0.0,68,167,1,1,0,4294953,0,Benign
18.219.193.20,45918,172.31.69.25,80,6,0.0,7662,0,62,0,27,0,1,DoS attacks-Hulk
36.73.53.242,58214,172.31.64.54,445,6,41.0,172,132,4,3,23,4294397,0,Benign
23.218.62.30,443,172.31.64.124,52816,6,0.0,19972,11876,82,38,24,4178670,0,Benign
172.31.66.38,53190,209.85.202.94,443,6,91.126,126,126,2,2,24,4294826,0,Benign
5.101.40.105,50107,172.31.65.73,3389,6,0.0,1476,1873,8,7,222,4293289,0,Benign
172.31.68.14,54430,172.31.0.2,53,17,0.0,72,88,1,1,0,4294966,0,Benign
