IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.184,443,192.168.1.31,53832,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,33752,52.59.177.21,80,6,7.178,652,12815,6,12,27,1586,1,injection
192.168.1.36,41690,52.59.177.21,80,6,7.178,773,12815,5,12,27,1740,1,injection
192.168.1.33,40238,192.168.1.190,80,6,7.0,503,2239,5,6,27,124,1,injection
192.168.1.30,43662,192.168.1.190,80,6,7.0,112,60,2,1,18,3,1,injection
192.168.1.30,46704,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,44926,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.38,54914,192.168.1.190,80,6,7.0,556,2239,5,6,27,332,1,injection
192.168.1.30,46836,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,47454,192.168.1.184,80,6,7.0,441,323,6,4,27,0,1,ddos
192.168.1.35,51826,192.168.1.190,80,6,7.0,551,2239,5,6,27,59,1,password
192.168.1.33,8080,192.168.1.193,49362,6,131.0,208,200,2,1,24,52,0,Benign
192.168.1.33,51994,192.168.1.184,443,6,91.0,1115,7589,9,11,31,387,1,injection
192.168.1.31,47754,192.168.1.1,53,17,5.0,130,146,2,2,0,4,1,injection
192.168.1.31,51988,192.168.1.152,80,6,7.0,112,60,2,1,18,25,1,password
192.168.1.33,39552,192.168.1.190,80,6,7.0,512,2239,5,6,27,92,1,injection
192.168.1.30,57188,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,53404,192.168.1.190,80,6,7.0,462,1716,4,5,27,332,1,ddos
192.168.1.38,42968,192.168.1.190,80,6,7.0,578,2239,6,6,27,879,1,ddos
192.168.1.30,46162,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.31,52854,52.59.177.21,80,6,7.178,60,52,1,1,18,1735,1,injection
192.168.1.31,57932,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,41524,192.168.1.152,80,6,7.0,607,3812,5,7,27,73,1,injection
192.168.1.36,43690,192.168.1.152,80,6,7.0,594,3760,5,6,27,250,1,injection
192.168.1.33,39722,192.168.1.195,80,6,7.0,832,696,5,4,27,324,1,injection
192.168.1.193,64981,192.168.1.195,5357,6,7.0,1202,2578,6,5,27,2,0,Benign
