IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.36,55608,192.168.1.152,80,6,7.0,511,3760,5,6,27,318,1,injection
192.168.1.30,46550,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,58236,192.168.1.190,80,6,7.0,615,2239,5,6,27,102,1,injection
192.168.1.33,52354,192.168.1.195,80,6,7.0,458,2163,5,5,27,349,1,password
192.168.1.36,43774,192.168.1.152,80,6,7.0,806,3760,5,6,27,651,1,xss
192.168.1.30,42122,192.168.1.184,443,6,91.0,60,60,1,1,18,0,1,ddos
192.168.1.35,50100,192.168.1.184,443,6,91.0,1066,2215,8,8,31,161,1,injection
192.168.1.184,443,192.168.1.30,45772,6,91.0,52,52,1,1,17,38,0,Benign
192.168.1.35,37770,192.168.1.195,80,6,7.0,459,696,5,4,27,225,1,injection
192.168.1.184,443,192.168.1.30,54930,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.195,57907,224.0.0.252,5355,17,154.0,122,0,2,0,0,0,0,Benign
192.168.1.190,29303,203.119.86.101,53,17,5.0,129,800,1,1,0,25,0,Benign
192.168.1.30,57946,192.168.1.194,80,6,7.0,164,120,3,2,18,10445,1,ddos
192.168.1.33,35030,192.168.1.184,443,6,91.0,1166,2215,8,8,31,201,1,injection
192.168.1.30,59484,192.168.1.152,80,6,7.0,164,112,3,2,19,850,1,injection
192.168.1.184,443,192.168.1.31,58096,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.184,443,192.168.1.30,34988,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.30,33260,192.168.1.184,80,6,7.0,367,60,3,1,26,179,1,ddos
192.168.1.30,43806,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.30,44140,192.168.1.190,80,6,7.0,216,2239,4,6,27,114,1,ddos
192.168.1.33,50233,192.168.1.1,53,17,5.0,108,108,2,2,0,4,1,injection
192.168.1.33,44670,192.168.1.184,443,6,91.0,1310,2267,8,9,31,368,1,injection
192.168.1.30,34622,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,43160,192.168.1.190,80,6,7.0,621,2239,5,6,27,753,1,injection
192.168.1.33,8080,192.168.1.193,49242,6,131.0,208,200,2,1,24,49,0,Benign
192.168.1.33,34024,192.168.1.152,80,6,7.0,216,112,4,2,19,176,1,injection
192.168.1.184,443,192.168.1.31,59398,6,91.0,52,52,1,1,17,9,0,Benign
192.168.1.33,53762,192.168.1.195,80,6,7.0,511,696,5,4,27,307,1,injection
192.168.1.38,43904,192.168.1.195,80,6,7.0,458,2163,5,5,27,904,1,injection
192.168.1.33,59714,192.168.1.152,80,6,7.0,512,3760,5,6,27,84,1,injection
192.168.1.38,41168,18.184.104.180,80,6,7.0,511,12815,5,12,27,1761,1,injection
192.168.1.33,60626,192.168.1.195,80,6,7.0,398,2111,4,4,25,575,1,injection
192.168.1.30,48004,192.168.1.184,80,6,7.0,457,387,6,4,27,111,1,ddos
192.168.1.195,5353,224.0.0.251,5353,17,8.0,688,0,8,0,0,31,0,Benign
192.168.1.38,39446,192.168.1.190,80,6,7.0,538,2239,5,6,27,723,1,injection
192.168.1.184,443,192.168.1.31,50480,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,59358,192.168.1.190,80,6,7.0,457,2179,3,5,25,22,1,injection
192.168.1.33,45392,192.168.1.195,80,6,7.0,466,696,5,4,27,363,1,password
192.168.1.35,40688,192.168.1.190,80,6,7.0,216,112,4,2,19,139,1,injection
192.168.1.30,37432,192.168.1.194,80,6,7.0,216,180,4,3,18,22025,1,ddos
192.168.1.33,55014,192.168.1.195,80,6,7.0,512,696,5,4,27,234,1,password
192.168.1.38,42886,192.168.1.152,80,6,7.0,783,3760,5,6,27,55,1,ddos
192.168.1.31,40596,192.168.1.194,80,6,7.0,216,240,4,4,18,22951,1,ddos
192.168.1.33,50582,192.168.1.190,80,6,7.0,510,2179,4,5,25,55,1,injection
192.168.1.33,39608,192.168.1.195,80,6,7.0,765,696,5,4,27,291,1,password
192.168.1.30,47018,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,47616,192.168.1.152,80,6,7.0,60,60,1,1,18,45,1,scanning
192.168.1.33,35264,192.168.1.195,80,6,7.0,180,132,4,3,19,257,1,injection
192.168.1.30,59866,192.168.1.190,80,6,7.0,514,2239,5,6,27,21,1,password
192.168.1.33,45026,192.168.1.152,80,6,7.0,787,3760,5,6,27,138,1,injection
192.168.1.33,40046,192.168.1.195,80,6,7.0,421,644,3,3,25,32,1,injection
192.168.1.184,443,192.168.1.30,53590,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,42974,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.35,39326,18.184.104.180,80,6,7.0,216,112,4,2,19,1013,1,injection
192.168.1.30,36744,192.168.1.184,443,6,91.0,112,60,2,1,18,20,1,ddos
