IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.33,41448,18.184.104.180,80,6,7.0,667,12815,7,12,27,1634,1,injection
192.168.1.184,443,192.168.1.30,39542,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.33,47024,192.168.1.190,80,6,7.0,590,2239,5,6,27,41,1,injection
192.168.1.31,39484,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.190,80,192.168.1.30,47836,6,7.0,52,0,1,0,17,0,0,Benign
192.168.1.33,44084,192.168.1.195,80,6,7.0,458,2203,5,6,27,369,1,password
192.168.1.195,61554,224.0.0.252,5355,17,154.0,122,0,2,0,0,0,0,Benign
192.168.1.36,42566,52.59.177.21,80,6,7.178,547,12815,5,12,27,1744,1,injection
192.168.1.36,52060,192.168.1.190,80,6,7.0,156,2127,3,4,25,183,1,xss
192.168.1.195,61783,192.168.1.79,9197,6,7.0,344,3913,5,7,27,10,0,Benign
192.168.1.184,443,192.168.1.31,53236,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.30,38050,18.184.104.180,80,6,7.0,561,12815,5,12,27,1083,1,injection
192.168.1.30,59736,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,35564,192.168.1.152,80,6,7.0,492,3760,5,6,27,160,1,xss
192.168.1.31,39170,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,59654,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,43210,192.168.1.184,80,6,7.0,536,387,6,4,27,0,1,ddos
192.168.1.33,60404,192.168.1.195,80,6,7.0,734,696,5,4,27,279,1,injection
192.168.1.31,51120,192.168.1.152,80,6,7.0,164,112,3,2,19,23819,1,injection
192.168.1.31,35412,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,45382,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,51330,192.168.1.190,80,6,7.0,666,2239,7,6,27,666,1,password
192.168.1.35,59968,52.59.177.21,80,6,7.178,668,12663,6,13,27,1630,1,injection
192.168.1.184,443,192.168.1.30,55944,6,91.0,52,0,1,0,17,0,0,Benign
