IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.35,50958,192.168.1.195,80,6,7.0,488,656,4,3,27,282,1,password
192.168.1.35,44536,192.168.1.195,80,6,7.0,519,696,5,4,27,281,1,injection
192.168.1.31,46062,192.168.1.152,80,6,7.0,112,60,2,1,18,384,1,injection
192.168.1.31,56384,192.168.1.194,80,6,7.0,112,120,2,2,18,3662,1,ddos
192.168.1.36,48642,176.28.50.165,80,6,7.0,526,2286,6,6,27,980,1,xss
192.168.1.193,61685,192.168.1.190,53,17,5.0,133,630,2,2,0,0,0,Benign
192.168.1.31,55808,192.168.1.195,80,6,7.0,458,2203,5,6,27,526,1,injection
192.168.1.36,52292,192.168.1.152,80,6,7.0,551,3760,5,6,27,189,1,injection
192.168.1.184,443,192.168.1.30,58630,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,50424,52.59.177.21,80,6,7.178,554,12815,5,12,27,1931,1,injection
192.168.1.36,35158,18.184.104.180,80,6,7.0,817,12815,10,12,27,3755,1,injection
192.168.1.36,52266,192.168.1.152,80,6,7.0,404,3700,3,5,25,13,1,injection
192.168.1.184,443,192.168.1.31,43562,6,91.0,52,0,1,0,17,0,0,Benign
52.175.39.99,443,192.168.1.195,54864,6,91.0,40,0,1,0,20,0,0,Benign
192.168.1.33,34740,52.59.177.21,80,6,7.178,791,12815,5,12,27,1625,1,injection
192.168.1.190,18663,213.248.220.1,53,17,5.0,59,773,1,1,0,13,0,Benign
192.168.1.17,0,224.0.0.252,0,2,82.0,64,0,2,0,0,98,0,Benign
192.168.1.30,44132,192.168.1.190,80,6,7.0,534,164,5,3,27,85,1,ddos
192.168.1.31,50498,192.168.1.152,80,6,7.0,501,3760,5,6,27,139,1,injection
192.168.1.30,54762,192.168.1.190,80,6,7.0,562,2239,5,6,27,41,1,ddos
192.168.1.36,53178,192.168.1.152,80,6,7.0,554,3812,5,7,27,257,1,xss
192.168.1.38,48016,192.168.1.152,80,6,7.0,543,3812,5,7,27,37,1,ddos
192.168.1.36,56044,192.168.1.195,80,6,7.0,854,696,5,4,27,311,1,xss
192.168.1.36,33228,192.168.1.152,80,6,7.0,542,3708,4,5,27,489,1,xss
192.168.1.195,64540,192.168.1.1,41952,6,0.0,40,40,1,1,17,0,0,Benign
192.168.1.35,43472,192.168.1.195,80,6,7.0,458,2163,5,5,27,461,1,injection
192.168.1.184,443,192.168.1.31,36064,6,91.0,52,52,1,1,17,6,0,Benign
192.168.1.33,42892,192.168.1.184,443,6,91.0,690,7589,6,11,27,426,1,injection
192.168.1.184,443,192.168.1.31,36064,6,91.0,497,0,6,0,25,13528,0,Benign
192.168.1.31,47544,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,60820,192.168.1.190,80,6,7.0,569,2239,6,6,27,244,1,injection
192.168.1.31,43898,192.168.1.152,80,6,7.0,60,60,1,1,18,0,1,ddos
192.168.1.30,49744,192.168.1.194,80,6,7.0,268,180,5,3,18,22598,1,ddos
192.168.1.195,59879,192.168.1.79,9197,6,7.0,400,3770,5,7,27,16,0,Benign
192.168.1.190,12130,192.5.6.30,53,17,5.0,68,789,1,1,0,0,0,Benign
192.168.1.33,35440,192.168.1.184,443,6,91.0,1074,2215,8,8,31,286,1,injection
192.168.1.31,37726,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,51516,192.168.1.152,80,6,7.0,164,112,3,2,19,164,1,password
192.168.1.35,44514,192.168.1.195,80,6,7.0,458,2163,5,5,27,290,1,injection
192.168.1.193,55062,224.0.0.252,5355,17,154.0,200,0,4,0,0,105,0,Benign
192.168.1.184,443,192.168.1.30,42248,6,91.0,393,0,1,0,24,0,0,Benign
192.168.1.36,57532,192.168.1.190,80,6,7.0,864,2239,6,6,27,72,1,xss
192.168.1.33,46918,192.168.1.190,80,6,7.0,527,2239,5,6,27,52,1,password
192.168.1.31,36420,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,33352,192.168.1.190,80,6,7.0,625,2239,6,6,27,14,1,password
192.168.1.30,57612,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,52250,52.59.177.21,80,6,7.178,489,12815,5,12,27,1657,1,injection
192.168.1.30,51168,192.168.1.190,80,6,7.0,511,2239,5,6,27,221,1,password
192.168.1.35,37664,192.168.1.195,80,6,7.0,458,2163,5,5,27,422,1,xss
192.168.1.193,50154,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10161,1,backdoor
192.168.1.184,443,192.168.1.30,44320,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.1,59212,192.168.1.195,57419,17,12.0,629,0,2,0,0,0,0,Benign
