IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.184,443,192.168.1.31,53210,6,91.0,52,52,1,1,17,3,0,Benign
192.168.1.30,49542,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.36,48198,192.168.1.152,80,6,7.0,540,3812,5,7,27,127,1,xss
192.168.1.30,37982,192.168.1.194,80,6,7.0,216,180,4,3,18,10349,1,ddos
192.168.1.195,60776,192.168.1.79,9197,6,7.0,396,2074,6,7,27,0,0,Benign
192.168.1.1,53,192.168.1.31,43396,17,5.0,67,0,1,0,0,0,0,Benign
192.168.1.33,34288,192.168.1.184,443,6,91.0,1096,2163,9,7,31,367,1,injection
192.168.1.35,37524,192.168.1.195,80,6,7.0,458,2163,5,5,27,466,1,xss
192.168.1.195,51530,192.168.1.1,41952,6,7.0,662,4402,10,10,27,0,0,Benign
192.168.1.33,8080,192.168.1.193,55967,6,131.0,208,200,2,1,24,65,0,Benign
192.168.1.31,58190,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,59308,192.168.1.152,80,6,7.0,398,1604,3,3,27,569,1,injection
192.168.1.33,46718,192.168.1.152,80,6,7.0,618,3812,6,7,27,19,1,injection
192.168.1.30,44072,192.168.1.190,80,6,7.0,486,2239,4,6,27,85,1,ddos
192.168.1.31,41428,192.168.1.195,80,6,7.0,572,696,5,4,27,301,1,ddos
192.168.1.33,55922,52.59.177.21,80,6,7.178,559,12815,6,12,27,1471,1,injection
192.168.1.36,38696,192.168.1.152,80,6,7.0,437,1612,3,3,26,54,1,injection
192.168.1.184,443,192.168.1.30,49578,6,91.0,418,0,2,0,25,2504,0,Benign
192.168.1.31,46472,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.35,53892,192.168.1.190,80,6,7.0,580,2239,5,6,27,78,1,xss
192.168.1.30,34468,192.168.1.190,80,6,7.0,614,2239,6,6,27,397,1,password
192.168.1.31,47498,192.168.1.194,80,6,7.0,164,180,3,3,18,9413,1,ddos
192.168.1.36,45370,192.168.1.184,443,6,91.0,1115,7589,9,11,31,155,1,injection
192.168.1.190,80,192.168.1.31,53516,6,7.0,52,0,1,0,17,0,0,Benign
192.168.1.36,34684,192.168.1.190,80,6,7.0,579,2525,6,6,27,1685,1,xss
192.168.1.33,49884,176.28.50.165,80,6,7.0,526,2286,6,6,27,992,1,injection
192.168.1.30,57347,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.33,50024,18.184.104.180,80,6,7.0,564,12815,6,12,27,1734,1,injection
192.168.1.30,43830,192.168.1.195,80,6,7.0,430,736,5,5,27,161,1,injection
192.168.1.38,36922,52.59.177.21,80,6,7.178,628,12815,6,12,27,1639,1,injection
192.168.1.31,44818,192.168.1.184,443,6,91.0,970,2035,8,7,26,429,1,ddos
192.168.1.30,43158,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.195,52976,192.168.1.1,41952,6,7.0,570,4402,8,10,27,0,0,Benign
192.168.1.38,34330,192.168.1.152,80,6,7.0,485,3760,5,6,27,411,1,injection
192.168.1.37,8080,192.168.1.193,55977,6,131.18200000000002,208,200,2,1,24,57,0,Benign
192.168.1.30,49946,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.195,61574,239.255.255.250,3702,17,153.0,8864,0,8,0,0,1013,0,Benign
192.168.1.152,80,192.168.1.31,44082,6,7.0,52,52,1,1,17,80,0,Benign
192.168.1.33,49342,192.168.1.152,80,6,7.0,509,3760,5,6,27,54,1,injection
192.168.1.36,57592,192.168.1.195,80,6,7.0,458,2163,5,5,27,242,1,injection
192.168.1.31,53772,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,57064,176.28.50.165,80,6,7.0,216,164,4,3,19,2372,1,xss
192.168.1.36,40078,192.168.1.190,80,6,7.0,548,2239,5,6,27,226,1,xss
192.168.1.31,60830,192.168.1.190,80,6,7.0,548,2239,5,6,27,147,1,password
192.168.1.33,38254,192.168.1.152,80,6,7.0,498,3812,5,7,27,80,1,injection
192.168.1.36,44248,192.168.1.190,80,6,7.0,608,2187,6,5,27,41,1,injection
192.168.1.33,45874,192.168.1.195,80,6,7.0,458,2163,5,5,27,283,1,password
192.168.1.30,37698,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.180,37028,192.168.1.190,53,17,5.0,67,389,1,1,0,0,0,Benign
192.168.1.184,443,192.168.1.30,41978,6,91.0,52,52,1,1,17,91,0,Benign
192.168.1.36,49120,18.184.104.180,80,6,7.0,268,12815,5,12,27,1625,1,injection
192.168.1.36,52506,192.168.1.184,443,6,91.0,1109,2215,8,8,31,193,1,injection
192.168.1.33,36748,192.168.1.195,80,6,7.0,498,2163,6,5,27,344,1,password
192.168.1.31,55152,192.168.1.190,80,6,7.0,476,2465,4,5,27,1528,1,password
192.168.1.30,47048,192.168.1.184,443,6,91.0,112,60,2,1,18,33,1,ddos
192.168.1.184,443,192.168.1.31,37464,6,91.0,52,52,1,1,17,50,0,Benign
192.168.1.190,21931,72.246.46.129,53,17,5.0,75,139,1,1,0,223,0,Benign
192.168.1.184,443,192.168.1.30,46186,6,91.0,52,52,1,1,17,1,0,Benign
192.168.1.184,443,192.168.1.30,50780,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.36,59008,192.168.1.152,80,6,7.0,333,3752,2,6,25,22,1,injection
192.168.1.30,37276,192.168.1.190,80,6,7.0,460,2127,2,4,25,84,1,password
192.168.1.31,42068,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,54936,192.168.1.194,80,6,7.0,216,180,4,3,18,9926,1,scanning
192.168.1.79,34990,192.168.1.255,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.38,44650,192.168.1.184,443,6,91.0,1794,2365,11,12,31,91,1,injection
192.168.1.184,443,192.168.1.31,38684,6,91.0,52,52,1,1,17,1,0,Benign
192.168.1.30,59724,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.195,51648,192.168.1.1,41952,6,7.0,878576,1028601,12499,25515,27,54214,0,Benign
192.168.1.36,57302,101.119.11.11,80,6,7.0,551,647,5,5,27,120,1,injection
192.168.1.33,36440,192.168.1.195,80,6,7.0,458,2163,5,5,27,404,1,injection
192.168.1.31,33336,192.168.1.190,80,6,7.0,758,2239,5,6,27,51,1,scanning
192.168.1.36,34114,18.184.104.180,80,6,7.0,593,12815,5,12,27,1691,1,injection
192.168.1.31,48802,192.168.1.184,80,6,7.0,542,387,6,4,27,22,1,ddos
192.168.1.31,60606,192.168.1.184,443,6,91.0,112,60,2,1,18,27,1,ddos
192.168.1.33,56108,192.168.1.152,80,6,7.0,481,3760,5,6,27,33,1,password
192.168.1.31,56094,192.168.1.190,80,6,7.0,523,2239,5,6,27,222,1,ddos
192.168.1.195,64794,192.168.1.79,7678,6,7.0,406,1945,5,6,27,16,0,Benign
192.168.1.36,41218,192.168.1.152,80,6,7.0,512,3812,5,7,27,155,1,xss
