IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.30,56952,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.190,80,192.168.1.31,32772,6,7.0,2473,156,5,3,27,1875,0,Benign
192.168.1.30,53065,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.184,443,192.168.1.31,33452,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,48428,18.184.104.180,80,6,7.0,581,12815,6,12,27,1234,1,injection
192.168.1.36,36758,192.168.1.195,80,6,7.0,458,2163,5,5,27,314,1,injection
192.168.1.30,50268,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,60600,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.190,80,192.168.1.30,45110,6,7.0,112,353,2,2,26,92,0,Benign
192.168.1.30,56472,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.35,57756,192.168.1.1,53,17,5.0,100,100,2,2,0,17,1,xss
192.168.1.184,443,192.168.1.31,52756,6,91.0,52,52,1,1,17,48,0,Benign
192.168.1.33,34722,192.168.1.184,443,6,91.0,1115,7589,9,11,31,295,1,injection
192.168.1.30,56966,192.168.1.190,80,6,7.0,590,2239,5,6,27,122,1,ddos
192.168.1.33,38844,192.168.1.184,443,6,91.0,1067,2215,8,8,31,169,1,injection
192.168.1.33,33860,192.168.1.190,80,6,7.0,512,2239,5,6,27,157,1,injection
192.168.1.190,52578,203.119.86.101,53,17,5.0,129,800,1,1,0,28,0,Benign
192.168.1.31,36380,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,43792,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,51898,192.168.1.152,80,6,7.0,549,3812,5,7,27,115,1,ddos
192.168.1.30,46842,192.168.1.194,80,6,7.0,224,120,4,2,18,12952,1,ddos
192.168.1.36,38928,192.168.1.190,80,6,7.0,577,2239,5,6,27,118,1,injection
192.168.1.36,56464,192.168.1.152,80,6,7.0,447,3708,4,5,27,135,1,injection
192.168.1.31,42442,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,37740,192.168.1.190,80,6,7.0,579,2187,5,5,27,586,1,injection
192.168.1.38,52514,192.168.1.184,443,6,91.0,1062,2215,8,8,31,173,1,injection
