IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.30,43364,18.184.104.180,80,6,7.0,485,12815,4,12,27,1732,1,injection
192.168.1.30,49140,192.168.1.190,80,6,7.0,521,2239,5,6,27,192,1,injection
192.168.1.31,39428,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,36654,192.168.1.190,80,6,7.0,541,2239,5,6,27,226,1,xss
192.168.1.184,443,192.168.1.30,41004,6,91.0,853,0,10,0,25,57983,0,Benign
192.168.1.36,35388,18.184.104.180,80,6,7.0,656,12815,7,12,27,1710,1,injection
192.168.1.31,40764,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,52072,192.168.1.190,80,6,7.0,573,2239,6,6,27,263,1,password
192.168.1.36,50130,192.168.1.195,80,6,7.0,465,696,5,4,27,313,1,xss
192.168.1.36,39718,192.168.1.152,80,6,7.0,488,3760,5,6,27,125,1,injection
192.168.1.31,38576,192.168.1.190,80,6,7.0,112,60,2,1,18,49,1,injection
192.168.1.30,49060,192.168.1.190,80,6,7.0,112,60,2,1,18,32,1,password
192.168.1.37,8080,192.168.1.193,55977,6,131.0,208,200,2,1,24,53,0,Benign
192.168.1.31,56550,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.184,443,192.168.1.31,55342,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,60394,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,48388,192.168.1.184,80,6,7.0,427,271,4,3,26,25,1,ddos
192.168.1.36,47880,192.168.1.152,80,6,7.0,490,3760,5,6,27,86,1,xss
192.168.1.31,38846,192.168.1.184,443,6,91.0,112,60,2,1,18,1,1,ddos
192.168.1.190,12174,192.33.14.30,53,17,5.0,67,788,1,1,0,20,0,Benign
192.168.1.31,45606,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.36,46264,192.168.1.184,443,6,91.0,1123,2215,8,8,31,171,1,injection
192.168.1.33,51152,192.168.1.184,443,6,91.0,1195,7641,11,12,31,503,1,injection
192.168.1.184,443,192.168.1.30,37160,6,91.0,89,0,1,0,25,0,0,Benign
192.168.1.195,61574,239.255.255.250,3702,17,153.0,8880,0,8,0,0,1015,0,Benign
192.168.1.33,36984,192.168.1.195,80,6,7.0,458,2163,5,5,27,425,1,injection
192.168.1.152,1880,192.168.1.190,48261,6,0.0,309669,27000,519,519,24,119892,0,Benign
192.168.1.31,45680,192.168.1.152,80,6,7.0,524,3812,5,7,27,101,1,injection
192.168.1.30,53404,192.168.1.194,80,6,7.0,112,120,2,2,18,3271,1,ddos
192.168.1.184,443,192.168.1.30,38480,6,91.0,816,0,10,0,25,34694,0,Benign
192.168.1.36,48278,192.168.1.152,80,6,7.0,501,3812,5,7,27,144,1,xss
192.168.1.30,53018,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,54250,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,52718,18.184.104.180,80,6,7.0,565,12815,6,12,27,2116,1,injection
192.168.1.30,59644,192.168.1.190,80,6,7.0,802,2239,6,6,27,13,1,ddos
192.168.1.30,60652,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,51468,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,50804,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,55692,52.59.177.21,80,6,7.178,695,12611,6,12,27,1735,1,injection
192.168.1.33,54196,192.168.1.190,80,6,7.0,514,2239,5,6,27,34,1,password
192.168.1.30,57346,192.168.1.190,80,6,7.0,1474,100,8,2,30,3834,1,injection
192.168.1.31,53775,192.168.1.1,53,17,5.0,67,67,1,1,0,2,1,ddos
192.168.1.33,55708,192.168.1.195,80,6,7.0,458,2203,5,6,27,288,1,injection
192.168.1.30,43040,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,54670,192.168.1.184,443,6,91.0,1115,7589,9,11,31,263,1,injection
192.168.1.31,45484,192.168.1.152,80,6,7.0,164,112,3,2,19,24755,1,password
192.168.1.35,34750,18.184.104.180,80,6,7.0,750,12815,6,12,27,1616,1,injection
192.168.1.30,52368,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,42468,192.168.1.195,80,6,7.0,704,696,5,4,27,221,1,injection
192.168.1.30,34472,192.168.1.195,80,6,7.0,458,2163,5,5,27,146,1,password
192.168.1.36,57546,176.28.50.165,80,6,7.0,100,60,2,1,22,334,1,injection
192.168.1.33,36262,192.168.1.184,443,6,91.0,1115,7641,9,12,31,324,1,injection
192.168.1.31,33588,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.33,39058,192.168.1.195,80,6,7.0,458,2203,5,6,27,577,1,password
192.168.1.36,35456,192.168.1.195,80,6,7.0,458,2203,5,6,27,550,1,xss
192.168.1.31,37560,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.195,64983,239.255.255.250,1900,17,153.12,3157,0,21,0,0,989698,0,Benign
192.168.1.184,443,192.168.1.31,57774,6,91.0,52,52,1,1,17,16,0,Benign
192.168.1.36,43288,192.168.1.190,80,6,7.0,521,2239,5,6,27,109,1,xss
192.168.1.36,58467,192.168.1.1,53,17,5.0,130,146,2,2,0,6,1,injection
192.168.1.152,80,192.168.1.31,44884,6,7.0,60,52,1,1,18,20,0,Benign
192.168.1.30,59058,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.38,45022,192.168.1.152,80,6,7.0,803,3812,5,7,27,650,1,injection
192.168.1.152,80,192.168.1.31,48720,6,7.0,60,52,1,1,18,0,0,Benign
192.168.1.30,34283,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,dos
192.168.1.30,45370,192.168.1.184,80,6,7.0,465,263,5,3,25,306,1,ddos
192.168.1.30,38628,192.168.1.190,80,6,7.0,216,112,4,2,19,14,1,injection
192.168.1.30,39012,192.168.1.184,443,6,91.0,874,5218,7,14,26,26826,1,ddos
192.168.1.30,50970,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,40224,192.168.1.195,80,6,7.0,472,696,5,4,27,110,1,password
192.168.1.195,57861,40.90.189.152,443,6,91.0,181,165,2,1,24,154,0,Benign
192.168.1.30,49310,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,45600,192.168.1.190,80,6,7.0,503,2239,4,6,27,276,1,password
