IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.31,38632,192.168.1.190,80,6,7.0,583,2239,5,6,27,93,1,injection
192.168.1.184,443,192.168.1.30,42090,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,51418,176.28.50.165,80,6,7.0,526,2286,6,6,27,1007,1,injection
192.168.1.36,48386,192.168.1.152,80,6,7.0,767,3700,3,5,25,61,1,xss
192.168.1.30,54546,192.168.1.190,80,6,7.0,112,60,2,1,18,9,1,injection
192.168.1.36,51576,52.59.177.21,80,6,7.178,690,12815,7,12,27,1663,1,injection
192.168.1.36,32768,192.168.1.195,80,6,7.0,358,2111,3,4,25,25,1,injection
192.168.1.190,80,192.168.1.36,48146,6,7.0,2239,561,6,4,27,291,0,Benign
192.168.1.79,37763,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.31,33492,192.168.1.184,443,6,91.0,112,60,2,1,18,26,1,ddos
192.168.1.30,50104,192.168.1.190,80,6,7.0,889,2239,6,6,27,281,1,injection
192.168.1.31,45802,18.184.104.180,80,6,7.0,541,12815,6,12,27,1685,1,injection
192.168.1.33,42272,192.168.1.152,80,6,7.0,492,3760,5,6,27,33,1,injection
192.168.1.30,57012,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.1,56504,192.168.1.195,61465,17,12.0,5564,0,16,0,0,3137,0,Benign
192.168.1.36,40056,52.59.177.21,80,6,7.178,563,12815,5,12,27,1653,1,injection
192.168.1.184,443,192.168.1.31,47960,6,91.0,52,52,1,1,17,15,0,Benign
192.168.1.36,45428,192.168.1.190,80,6,7.0,570,2239,5,6,27,91,1,injection
192.168.1.30,59670,192.168.1.195,80,6,7.0,550,696,6,4,27,258,1,password
192.168.1.31,57092,192.168.1.190,80,6,7.0,208,52,4,1,17,156,1,ddos
192.168.1.30,55320,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.33,44174,192.168.1.195,80,6,7.0,458,2163,5,5,27,218,1,password
192.168.1.30,36588,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,36978,192.168.1.152,80,6,7.0,100,60,2,1,22,39,1,injection
192.168.1.31,35644,192.168.1.190,80,6,7.0,569,2239,5,6,27,185,1,password
192.168.1.38,37178,18.184.104.180,80,6,7.0,216,12815,4,12,27,2413,1,injection
192.168.1.36,60774,192.168.1.190,80,6,7.0,856,2239,6,6,27,88,1,xss
192.168.1.30,53074,192.168.1.190,80,6,7.0,527,2525,5,6,27,5394,1,injection
