IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.31,55538,192.168.1.1,53,17,5.0,67,67,1,1,0,10,1,dos
192.168.1.31,43404,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,49946,192.168.1.190,80,6,7.0,914,2239,5,6,27,1806,1,password
192.168.1.36,56948,192.168.1.152,80,6,7.0,567,3752,3,6,25,0,1,injection
192.168.1.33,56528,52.59.177.21,80,6,7.178,495,12815,5,12,27,1754,1,injection
192.168.1.31,38550,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.36,59188,192.168.1.152,80,6,7.0,799,3812,5,7,27,84,1,xss
192.168.1.30,59166,192.168.1.152,80,6,7.0,494,3760,3,6,27,60,1,scanning
192.168.1.38,42422,52.59.177.21,80,6,7.178,824,12815,6,12,27,1616,1,injection
192.168.1.36,52468,192.168.1.190,80,6,7.0,576,2239,5,6,27,82,1,xss
192.168.1.30,50064,192.168.1.184,443,6,91.0,938,3161,7,13,26,26843,1,ddos
192.168.1.184,443,192.168.1.31,40646,6,91.0,786,0,2,0,24,29201,0,Benign
192.168.1.30,41196,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.31,37924,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,4444,192.168.1.193,49370,6,0.0,208,200,2,1,24,56,0,Benign
192.168.1.184,443,192.168.1.30,33560,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,47843,192.168.1.1,53,17,5.0,67,0,1,0,0,0,1,ddos
192.168.1.30,33102,18.184.104.180,80,6,7.0,509,12815,5,12,27,2587,1,injection
192.168.1.30,57612,192.168.1.152,80,6,7.0,501,3812,5,7,27,279,1,injection
192.168.1.36,42752,192.168.1.190,80,6,7.0,534,2239,5,6,27,182,1,injection
192.168.1.38,52332,192.168.1.195,80,6,7.0,524,696,5,4,27,1983,1,ddos
192.168.1.33,35468,192.168.1.195,80,6,7.0,458,2203,5,6,27,456,1,injection
192.168.1.190,80,192.168.1.30,45482,6,7.0,156,0,3,0,17,26472,0,Benign
192.168.1.36,51336,192.168.1.152,80,6,7.0,582,3812,5,7,27,166,1,injection
192.168.1.30,46266,192.168.1.190,80,6,7.0,555,2239,5,6,27,187,1,injection
192.168.1.195,58654,192.168.1.190,53,17,5.147,282,600,4,2,0,0,0,Benign
192.168.1.30,34708,192.168.1.190,80,6,7.0,483,52,4,1,27,575,1,ddos
