IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.7,16607,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,60564,149.171.126.0,5190,6,0.0,1958,2308,22,24,27,0,0,Benign
59.166.0.0,32384,149.171.126.6,31317,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.3,10418,149.171.126.7,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.5,23376,149.171.126.9,5190,6,0.0,10998,16158,110,110,27,2445,0,Benign
59.166.0.0,36122,149.171.126.3,80,6,7.0,18266,1087890,342,746,27,12254,0,Benign
59.166.0.9,4938,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.9,29193,149.171.126.7,55008,6,36.0,2766,27392,44,46,27,14,0,Benign
59.166.0.8,5205,149.171.126.0,51767,6,36.0,3390,44426,56,58,27,22,0,Benign
59.166.0.8,55169,149.171.126.8,61233,6,0.0,3614,50192,60,62,27,0,0,Benign
59.166.0.6,10051,149.171.126.9,42754,17,11.0,528,304,4,4,0,2,0,Benign
59.166.0.5,16995,149.171.126.7,21049,6,0.0,424,8824,8,12,27,4,0,Benign
59.166.0.5,1107,149.171.126.8,1359,6,36.0,2230,14994,34,36,27,11,0,Benign
59.166.0.4,27466,149.171.126.3,5190,6,0.0,2048,2410,24,26,27,6,0,Benign
59.166.0.9,42283,149.171.126.0,80,6,7.0,18994,1087890,356,746,27,2327,0,Benign
59.166.0.9,44168,149.171.126.4,49912,6,0.0,320,1864,6,8,27,376,0,Benign
59.166.0.9,15302,149.171.126.1,6881,6,37.0,2752,64718,38,66,27,47,0,Benign
59.166.0.2,39107,149.171.126.0,5190,6,0.0,2048,2410,24,26,27,49,0,Benign
59.166.0.4,45259,149.171.126.1,9394,6,36.0,2766,28892,44,46,27,14,0,Benign
59.166.0.4,58416,149.171.126.5,20478,6,0.0,2542,21874,40,42,27,0,0,Benign
59.166.0.1,27514,149.171.126.1,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.3,40693,149.171.126.8,44226,6,36.0,3926,57202,66,68,27,27,0,Benign
59.166.0.0,12109,149.171.126.9,25,6,3.0,37362,3380,52,42,27,0,0,Benign
59.166.0.1,47649,149.171.126.1,52301,6,11.0,4240,2976,26,28,27,303,0,Benign
59.166.0.9,35408,149.171.126.6,40147,6,11.0,4472,2456,18,18,27,5,0,Benign
175.45.176.1,5551,149.171.126.12,179,6,13.0,1088,666,14,12,19,892,1,Fuzzers
59.166.0.1,12868,149.171.126.7,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,64705,149.171.126.3,25,6,3.0,37288,3276,52,40,27,0,0,Benign
59.166.0.6,50352,149.171.126.9,53,17,0.0,132,164,2,2,0,0,0,Benign
59.166.0.6,45932,149.171.126.2,63870,6,0.0,528,8824,10,12,27,4,0,Benign
59.166.0.2,64371,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,16994,149.171.126.8,15120,6,36.0,2542,21294,40,42,27,82,0,Benign
59.166.0.0,1060,149.171.126.4,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.8,51711,149.171.126.9,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.4,16318,149.171.126.6,111,17,11.0,568,320,4,4,0,235,0,Benign
59.166.0.1,39552,149.171.126.1,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.9,31783,149.171.126.8,30711,6,36.0,4238,61854,72,74,27,45,0,Benign
59.166.0.1,33276,149.171.126.5,50352,6,0.0,2542,21848,40,42,27,0,0,Benign
59.166.0.4,5314,149.171.126.6,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.8,10185,149.171.126.4,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.6,38117,149.171.126.0,80,6,7.0,1044,824,8,10,27,3,0,Benign
59.166.0.3,48538,149.171.126.3,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.5,58191,149.171.126.6,56045,6,36.0,3926,56628,66,68,27,41,0,Benign
175.45.176.1,14941,149.171.126.19,110,6,2.68,1492,134696,34,118,27,1217,1,Exploits
175.45.176.1,25779,149.171.126.13,8009,6,139.0,240,80,6,2,19,832,0,Benign
59.166.0.1,9602,149.171.126.3,49992,6,0.0,320,1878,6,8,27,2,0,Benign
59.166.0.4,17517,149.171.126.1,5190,6,0.0,2062,2424,24,26,27,0,0,Benign
59.166.0.2,4430,149.171.126.2,23526,6,0.0,8928,320,14,6,27,193,0,Benign
59.166.0.1,1489,149.171.126.3,111,17,11.0,568,320,4,4,0,4,0,Benign
175.45.176.3,53959,149.171.126.15,3260,6,0.0,974,80,6,2,18,649,0,Benign
59.166.0.5,13145,149.171.126.6,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.6,22713,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.1,4889,149.171.126.17,110,6,2.68,1010,19134,22,32,27,1422,1,Exploits
59.166.0.2,61938,149.171.126.0,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.8,31103,149.171.126.2,56507,6,36.0,3598,48874,60,62,27,77,0,Benign
59.166.0.2,54727,149.171.126.1,55535,6,0.0,4256,2456,18,18,27,0,0,Benign
59.166.0.7,59488,149.171.126.5,63414,6,0.0,3302,40478,54,56,27,0,0,Benign
59.166.0.8,18567,149.171.126.9,35986,6,36.0,2542,22072,40,42,27,51,0,Benign
59.166.0.1,25816,149.171.126.9,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.5,50124,149.171.126.3,46814,6,11.0,4256,2456,18,18,27,4,0,Benign
59.166.0.2,63078,149.171.126.0,5190,6,0.0,1140,2366,14,14,27,45,0,Benign
59.166.0.5,26692,149.171.126.7,24612,6,36.0,3302,36154,54,56,27,75,0,Benign
59.166.0.5,17933,149.171.126.7,37337,6,36.0,2438,20576,38,40,27,17,0,Benign
59.166.0.1,12897,149.171.126.8,6881,6,0.0,13142,548216,228,438,27,0,0,Benign
59.166.0.6,18331,149.171.126.4,5190,6,0.0,1064,2260,12,12,27,0,0,Benign
59.166.0.8,26197,149.171.126.8,6881,6,37.0,1540,1644,16,18,27,13,0,Benign
59.166.0.6,1682,149.171.126.1,25,6,3.0,37998,3380,54,42,27,289,0,Benign
175.45.176.2,0,149.171.126.17,0,203,0.0,200,0,2,0,0,0,1,DoS
59.166.0.0,48970,149.171.126.1,11399,6,0.0,424,8824,8,12,27,170,0,Benign
59.166.0.7,51073,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1087,0,Benign
59.166.0.3,62756,149.171.126.8,16919,6,36.0,3926,56022,66,68,27,43,0,Benign
59.166.0.7,63880,149.171.126.2,44511,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.6,54785,149.171.126.7,6881,6,0.0,13662,548216,238,438,27,0,0,Benign
59.166.0.3,58031,149.171.126.9,26766,6,11.0,3656,2456,18,18,27,4,0,Benign
59.166.0.2,56517,149.171.126.1,64203,6,0.0,424,8824,8,12,27,4,0,Benign
59.166.0.8,50108,149.171.126.8,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.0,11291,149.171.126.8,27214,6,0.0,528,8824,10,12,27,93,0,Benign
175.45.176.1,56899,149.171.126.11,179,6,13.0,522,336,10,8,19,881,1,Fuzzers
59.166.0.1,46855,149.171.126.9,52856,6,0.0,3614,43086,60,62,27,0,0,Benign
59.166.0.3,8316,149.171.126.4,7177,6,36.0,3510,43086,58,62,27,28,0,Benign
59.166.0.7,49151,149.171.126.0,5190,6,0.0,2158,2464,24,24,27,33,0,Benign
59.166.0.6,50712,149.171.126.7,56881,6,0.0,2662,23148,42,42,27,0,0,Benign
59.166.0.6,58604,149.171.126.8,6881,6,0.0,24328,1094788,432,858,27,4294936,0,Benign
59.166.0.3,51318,149.171.126.4,80,6,7.0,1684,10168,14,18,27,0,0,Benign
175.45.176.1,5861,149.171.126.15,25,6,3.0,3768,894,16,12,19,1034,1,Exploits
59.166.0.5,10608,149.171.126.3,42124,6,36.0,2542,23354,40,42,27,12,0,Benign
59.166.0.8,49769,149.171.126.5,5190,6,0.0,1064,2260,12,12,27,0,0,Benign
59.166.0.7,21256,149.171.126.4,1444,6,0.0,2438,19408,38,40,27,0,0,Benign
59.166.0.3,17330,149.171.126.5,12684,6,36.0,2958,32368,48,50,27,16,0,Benign
59.166.0.1,24223,149.171.126.6,21953,6,36.0,3302,40832,54,56,27,24,0,Benign
59.166.0.6,2975,149.171.126.9,5190,6,0.0,2158,1918,24,20,27,4,0,Benign
175.45.176.2,59778,149.171.126.13,58421,6,175.0,432,24578,10,24,19,939,1,Exploits
175.45.176.1,0,149.171.126.10,0,32,0.0,200,0,2,0,0,0,1,Exploits
59.166.0.8,26155,149.171.126.1,21,6,1.0,2934,3742,52,54,27,2825,0,Benign
59.166.0.6,38813,149.171.126.1,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.7,62506,149.171.126.0,111,17,0.0,568,304,4,4,0,0,0,Benign
59.166.0.1,51099,149.171.126.7,56771,6,36.0,3614,44406,60,62,27,28,0,Benign
59.166.0.0,11460,149.171.126.6,80,6,7.0,1580,10168,12,18,27,1129,0,Benign
59.166.0.2,53959,149.171.126.0,23425,6,36.0,4342,63348,74,74,27,48,0,Benign
59.166.0.6,19968,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.1,63563,149.171.126.17,514,17,17.0,696,0,2,0,0,0,1,Fuzzers
59.166.0.9,14753,149.171.126.7,143,6,4.0,7808,15182,122,126,27,867,0,Benign
59.166.0.1,38715,149.171.126.5,8836,6,36.0,2766,27852,44,46,27,24,0,Benign
59.166.0.0,36336,149.171.126.6,34571,6,36.0,2958,32650,48,50,27,22,0,Benign
175.45.176.1,53652,149.171.126.11,69,17,96.0,2960,0,2,0,0,0,1,Fuzzers
59.166.0.6,13259,149.171.126.7,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.0,27390,149.171.126.3,25,6,3.0,37268,3380,52,42,27,30,0,Benign
59.166.0.8,51813,149.171.126.6,80,6,7.0,18474,1087890,346,746,27,2047,0,Benign
59.166.0.5,55532,149.171.126.9,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.8,6596,149.171.126.0,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.4,41513,149.171.126.0,5453,6,36.0,2334,15132,36,34,27,12,0,Benign
59.166.0.1,16573,149.171.126.3,80,6,7.0,1684,10168,14,18,27,1158,0,Benign
59.166.0.8,64102,149.171.126.2,6881,6,0.0,1540,1644,16,18,27,0,0,Benign
59.166.0.7,5719,149.171.126.1,5190,6,0.0,1958,2308,22,24,27,5,0,Benign
59.166.0.4,23632,149.171.126.0,22328,6,11.0,4776,3080,28,30,27,392,0,Benign
59.166.0.6,16853,149.171.126.3,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.8,60363,149.171.126.5,21236,6,11.0,4160,2456,18,18,27,4,0,Benign
59.166.0.1,12601,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.3,15211,149.171.126.12,515,6,0.0,17942,336,20,8,19,1323,1,Exploits
59.166.0.4,28790,149.171.126.2,80,6,7.0,1684,10168,14,18,27,0,0,Benign
175.45.176.2,46549,149.171.126.15,80,6,7.0,822,2582,10,8,27,506,1,DoS
59.166.0.0,18007,149.171.126.2,80,6,7.0,1580,10168,12,18,27,1007,0,Benign
59.166.0.5,52966,149.171.126.3,50783,6,36.0,5486,92746,96,98,27,94,0,Benign
59.166.0.3,6734,149.171.126.5,21,6,1.0,2934,3742,52,54,27,22,0,Benign
59.166.0.0,20567,149.171.126.6,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.2,42784,149.171.126.7,43017,6,36.0,2854,29218,46,48,27,66,0,Benign
59.166.0.2,41254,149.171.126.0,43124,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.7,52701,149.171.126.3,6881,6,0.0,6458,239062,106,198,27,0,0,Benign
59.166.0.5,34801,149.171.126.8,39261,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.4,7547,149.171.126.2,6873,17,0.0,520,304,4,4,0,0,0,Benign
