IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.5,42374,149.171.126.3,48436,6,36.0,3598,45562,60,62,27,106,0,Benign
59.166.0.7,56880,149.171.126.0,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.4,9256,149.171.126.0,11343,6,36.0,3806,54798,64,66,27,84,0,Benign
59.166.0.9,46766,149.171.126.0,33539,6,36.0,2438,20826,38,40,27,32,0,Benign
59.166.0.9,21364,149.171.126.2,22,6,92.0,3728,5474,32,24,27,301,0,Benign
59.166.0.1,35185,149.171.126.1,21,6,1.0,2934,3738,52,54,27,0,0,Benign
59.166.0.3,50804,149.171.126.1,25,6,3.0,37262,3276,52,40,27,21,0,Benign
59.166.0.5,1864,149.171.126.7,80,6,7.0,1580,10168,12,18,27,1011,0,Benign
59.166.0.7,10514,149.171.126.4,44488,6,36.0,4014,59460,68,70,27,28,0,Benign
59.166.0.0,21465,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,50047,149.171.126.0,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.5,9441,149.171.126.0,45312,6,36.0,2438,19138,38,40,27,10,0,Benign
175.45.176.1,59412,149.171.126.11,179,6,13.0,598,256,10,6,19,493,0,Benign
59.166.0.5,15793,149.171.126.8,6881,6,37.0,1540,1644,16,18,27,18,0,Benign
59.166.0.0,23960,149.171.126.6,22,6,92.0,25744,49370,328,350,27,4294951,0,Benign
59.166.0.8,54285,149.171.126.8,24296,6,36.0,5278,89752,92,90,27,88,0,Benign
59.166.0.8,21223,149.171.126.2,143,6,4.0,7822,15736,122,126,27,41,0,Benign
59.166.0.4,65250,149.171.126.2,111,17,11.0,568,312,4,4,0,87,0,Benign
59.166.0.3,30799,149.171.126.9,2595,6,36.0,3806,51808,64,66,27,43,0,Benign
59.166.0.3,11390,149.171.126.5,22,6,92.0,5928,8010,62,58,27,471,0,Benign
59.166.0.1,50468,149.171.126.5,29952,6,36.0,5486,95472,96,98,27,624,0,Benign
59.166.0.8,49871,149.171.126.8,53,17,5.0,146,178,2,2,0,5,0,Benign
59.166.0.3,38105,149.171.126.0,4003,6,36.0,3494,44558,58,58,27,81,0,Benign
59.166.0.8,20915,149.171.126.8,6325,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.0,42776,149.171.126.4,80,6,7.0,1580,10168,12,18,27,1006,0,Benign
59.166.0.3,64480,149.171.126.0,63753,6,0.0,8928,320,14,6,27,372,0,Benign
59.166.0.1,63083,149.171.126.4,22,6,92.0,12648,13202,126,124,27,17,0,Benign
59.166.0.3,26543,149.171.126.3,24351,6,36.0,2438,19242,38,40,27,25,0,Benign
59.166.0.4,30186,149.171.126.4,6881,6,37.0,1540,1644,16,18,27,337,0,Benign
59.166.0.1,55383,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,8260,149.171.126.9,6881,6,0.0,1540,1644,16,18,27,0,0,Benign
59.166.0.6,13291,149.171.126.9,21854,6,0.0,528,8824,10,12,27,0,0,Benign
59.166.0.6,52885,149.171.126.3,53,17,0.0,146,178,2,2,0,0,0,Benign
175.45.176.2,18051,149.171.126.18,17294,6,0.0,88,0,2,0,2,0,0,Benign
59.166.0.1,52311,149.171.126.6,31792,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.1,57855,149.171.126.5,6881,6,37.0,1540,1644,16,18,27,18,0,Benign
59.166.0.0,6601,149.171.126.8,43332,6,11.0,4536,3080,28,30,27,516,0,Benign
59.166.0.5,64791,149.171.126.9,6881,6,0.0,1540,1644,16,18,27,0,0,Benign
59.166.0.9,65402,149.171.126.3,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
59.166.0.6,34894,149.171.126.2,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.1,1199,149.171.126.2,63172,6,36.0,2558,23268,40,42,27,12,0,Benign
59.166.0.2,2587,149.171.126.6,80,6,7.0,1684,10168,14,18,27,1011,0,Benign
59.166.0.3,7052,149.171.126.9,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.7,39392,149.171.126.0,143,6,4.0,7810,16572,122,126,27,1048,0,Benign
59.166.0.3,25967,149.171.126.7,22,6,92.0,12472,12924,70,64,27,0,0,Benign
59.166.0.7,62337,149.171.126.7,22438,6,0.0,3614,45044,60,62,27,0,0,Benign
59.166.0.8,36654,149.171.126.8,5190,6,0.0,2048,2410,24,26,27,0,0,Benign
59.166.0.1,48242,149.171.126.3,46083,6,0.0,2766,27392,44,46,27,0,0,Benign
59.166.0.5,30424,149.171.126.8,56649,6,11.0,4256,2456,18,18,27,4,0,Benign
59.166.0.4,48371,149.171.126.2,22,6,92.0,5928,8010,62,58,27,1220,0,Benign
59.166.0.3,29326,149.171.126.7,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.0,61269,149.171.126.5,80,6,7.0,1054,824,8,10,27,0,0,Benign
59.166.0.4,65349,149.171.126.6,22,6,92.0,12648,13306,126,126,27,702,0,Benign
59.166.0.6,33179,149.171.126.5,25,6,3.0,37220,3276,52,40,27,0,0,Benign
59.166.0.0,63981,149.171.126.6,18033,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.6,52689,149.171.126.0,50843,6,36.0,2766,24004,44,46,27,51,0,Benign
59.166.0.3,15385,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,13198,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,30413,149.171.126.1,59277,17,11.0,520,304,4,4,0,2,0,Benign
59.166.0.7,55500,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,33757,149.171.126.5,53992,6,11.0,4896,3080,28,30,27,435,0,Benign
59.166.0.3,15574,149.171.126.2,6881,6,37.0,1540,1644,16,18,27,17,0,Benign
59.166.0.0,5231,149.171.126.0,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.2,13521,149.171.126.5,5190,6,0.0,3848,19084,50,52,27,1438,0,Benign
