IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.5,5617,149.171.126.2,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,46550,149.171.126.2,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.5,28517,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,21871,149.171.126.0,63051,17,11.0,520,304,4,4,0,1,0,Benign
59.166.0.7,34073,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,25302,149.171.126.9,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.3,31590,149.171.126.4,34151,6,0.0,8928,320,14,6,27,223,0,Benign
59.166.0.3,14844,149.171.126.0,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.6,33513,149.171.126.9,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.6,14810,149.171.126.8,5190,6,0.0,1958,2308,22,24,27,0,0,Benign
175.45.176.3,61738,149.171.126.19,179,6,13.0,522,256,10,6,19,820,0,Benign
59.166.0.6,53228,149.171.126.5,31399,6,36.0,2958,32330,48,50,27,67,0,Benign
59.166.0.3,7268,149.171.126.7,5515,6,0.0,3720,2456,18,18,27,0,0,Benign
59.166.0.5,1370,149.171.126.6,20598,6,36.0,2334,16528,36,38,27,9,0,Benign
59.166.0.2,47326,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,28491,149.171.126.8,6881,6,37.0,1540,1644,16,18,27,296,0,Benign
59.166.0.6,10670,149.171.126.7,10871,6,0.0,320,1864,6,8,27,46,0,Benign
59.166.0.1,31440,149.171.126.5,3775,6,0.0,8928,320,14,6,27,665,0,Benign
59.166.0.0,54740,149.171.126.0,22012,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.8,14180,149.171.126.5,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,39571,149.171.126.1,43605,17,11.0,512,304,4,4,0,1,0,Benign
59.166.0.9,56832,149.171.126.2,27417,6,36.0,2646,25564,42,44,27,65,0,Benign
59.166.0.8,19487,149.171.126.0,80,6,7.0,17122,1087890,320,746,27,4001,0,Benign
59.166.0.9,30788,149.171.126.1,80,6,7.0,1580,10168,12,18,27,1009,0,Benign
59.166.0.5,39326,149.171.126.6,45432,6,36.0,4238,61348,72,74,27,86,0,Benign
149.171.126.5,30947,59.166.0.9,32873,6,0.0,28977,1696,35,30,24,0,0,Benign
59.166.0.7,18934,149.171.126.4,36884,17,11.0,544,304,4,4,0,1,0,Benign
59.166.0.9,37557,149.171.126.0,40314,6,36.0,4014,58994,68,70,27,56,0,Benign
59.166.0.0,30080,149.171.126.6,27786,6,0.0,5486,92132,96,98,27,4294951,0,Benign
59.166.0.2,21895,149.171.126.2,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.2,2573,149.171.126.3,25,6,3.0,37430,3380,52,42,27,792,0,Benign
59.166.0.8,37273,149.171.126.5,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,14633,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.1,0,149.171.126.10,0,163,0.0,200,0,2,0,0,0,1,Generic
59.166.0.2,65076,149.171.126.1,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,10903,149.171.126.5,6881,6,0.0,37178,1641360,668,1278,27,4294952,0,Benign
59.166.0.7,50497,149.171.126.7,6979,6,0.0,424,8824,8,12,27,6,0,Benign
59.166.0.6,28270,149.171.126.0,25990,6,36.0,4862,82782,84,86,27,49,0,Benign
59.166.0.5,58586,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,11903,149.171.126.3,9491,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.1,44494,149.171.126.3,5190,6,0.0,1958,2308,22,24,27,6,0,Benign
59.166.0.1,43971,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,53688,149.171.126.3,21256,6,36.0,3806,52378,64,66,27,25,0,Benign
59.166.0.2,38613,149.171.126.9,44834,6,0.0,2542,23258,40,44,27,0,0,Benign
59.166.0.0,18258,149.171.126.3,37577,6,36.0,5486,92132,96,98,27,341,0,Benign
59.166.0.9,30929,149.171.126.8,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.3,1087,149.171.126.8,19787,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.1,39688,149.171.126.5,5190,6,0.0,1920,4312,22,24,27,0,0,Benign
59.166.0.7,58134,149.171.126.7,56176,6,36.0,2750,27602,44,46,27,52,0,Benign
59.166.0.0,41013,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.6,6019,149.171.126.4,80,6,7.0,1580,10168,12,18,27,1253,0,Benign
59.166.0.9,1347,149.171.126.1,50975,6,36.0,4654,74188,80,80,27,40,0,Benign
59.166.0.1,65300,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,20539,149.171.126.2,17757,17,11.0,544,304,4,4,0,148,0,Benign
59.166.0.0,27725,149.171.126.4,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.9,19202,149.171.126.7,49439,6,0.0,528,8824,10,12,27,48,0,Benign
59.166.0.9,48136,149.171.126.6,143,6,4.0,7824,15336,122,126,27,0,0,Benign
59.166.0.3,48524,149.171.126.9,43591,6,36.0,2334,13500,36,36,27,53,0,Benign
59.166.0.7,9609,149.171.126.7,5190,6,0.0,1958,2412,22,26,27,74,0,Benign
59.166.0.5,56663,149.171.126.5,27036,6,0.0,3302,40832,54,56,27,0,0,Benign
59.166.0.0,55485,149.171.126.5,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.9,37131,149.171.126.4,5190,6,0.0,1920,4312,22,24,27,5,0,Benign
59.166.0.5,23404,149.171.126.6,25747,6,36.0,3614,43086,60,62,27,21,0,Benign
59.166.0.3,25795,149.171.126.0,6881,6,37.0,1540,1644,16,18,27,24,0,Benign
59.166.0.7,61773,149.171.126.4,24104,6,0.0,2542,21848,40,42,27,0,0,Benign
59.166.0.0,49750,149.171.126.6,6881,6,37.0,36762,1641360,660,1278,27,9335,0,Benign
