IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.8,18930,149.171.126.3,80,6,7.0,1684,10168,14,18,27,1166,0,Benign
59.166.0.9,25549,149.171.126.7,16581,6,0.0,320,1880,6,8,27,2,0,Benign
59.166.0.7,60783,149.171.126.0,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.1,32740,149.171.126.4,53,17,0.0,132,164,2,2,0,0,0,Benign
59.166.0.9,44187,149.171.126.0,25,6,3.0,37210,3380,52,42,27,413,0,Benign
59.166.0.8,21399,149.171.126.7,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.6,8792,149.171.126.8,5190,6,0.0,1036,2262,12,12,27,3,0,Benign
59.166.0.5,2851,149.171.126.8,53116,6,0.0,2542,21294,40,42,27,0,0,Benign
59.166.0.1,17477,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,29744,149.171.126.2,32912,6,0.0,424,8824,8,12,27,3,0,Benign
59.166.0.8,17836,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1115,0,Benign
59.166.0.9,43064,149.171.126.3,80,6,7.0,1580,10168,12,18,27,1004,0,Benign
59.166.0.9,46503,149.171.126.9,26565,6,36.0,2542,23278,40,42,27,26,0,Benign
59.166.0.2,45590,149.171.126.3,21,6,1.0,2934,3742,52,54,27,849,0,Benign
59.166.0.1,52857,149.171.126.2,1114,6,36.0,2766,25742,44,46,27,16,0,Benign
59.166.0.0,30497,149.171.126.4,80,6,7.0,1580,10168,12,18,27,4294951,0,Benign
59.166.0.6,4668,149.171.126.7,53089,6,36.0,2706,30384,44,48,27,18,0,Benign
59.166.0.2,6047,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1013,0,Benign
59.166.0.5,36651,149.171.126.2,34480,6,36.0,4014,61134,68,70,27,40,0,Benign
59.166.0.0,8092,149.171.126.7,25,6,3.0,37178,3380,52,42,27,20,0,Benign
59.166.0.8,3094,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.2,54464,149.171.126.8,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.8,49339,149.171.126.8,80,6,7.0,19722,1087890,370,746,27,5201,0,Benign
59.166.0.3,40397,149.171.126.7,10871,6,36.0,3182,38534,52,54,27,20,0,Benign
59.166.0.4,22260,149.171.126.2,5190,6,0.0,2048,2410,24,26,27,15,0,Benign
59.166.0.6,45587,149.171.126.5,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.7,17039,149.171.126.1,80,6,7.0,17122,1087900,320,746,27,14493,0,Benign
59.166.0.0,56560,149.171.126.0,54524,6,36.0,2438,19266,38,40,27,11,0,Benign
59.166.0.4,10473,149.171.126.1,111,17,11.0,568,320,4,4,0,4,0,Benign
59.166.0.8,52636,149.171.126.1,80,6,7.0,1044,824,8,10,27,0,0,Benign
59.166.0.0,38380,149.171.126.5,39526,6,36.0,2542,23354,40,42,27,114,0,Benign
59.166.0.9,41918,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,35331,149.171.126.3,25,6,3.0,37886,3380,54,42,27,153,0,Benign
