IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.0,1748,149.171.126.4,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.8,26511,149.171.126.2,29419,6,0.0,424,8824,8,12,27,4,0,Benign
59.166.0.2,27408,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.4,24010,149.171.126.4,42261,6,36.0,5486,95472,96,98,27,43,0,Benign
59.166.0.7,32019,149.171.126.4,22,6,92.0,3728,5474,32,24,27,250,0,Benign
59.166.0.6,47846,149.171.126.7,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.5,61061,149.171.126.3,21,6,1.0,2934,3742,52,54,27,31,0,Benign
59.166.0.3,57403,149.171.126.6,80,6,7.0,1684,10168,14,18,27,1156,0,Benign
59.166.0.5,7145,149.171.126.0,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.0,43399,149.171.126.7,49504,6,36.0,3598,45608,60,62,27,23,0,Benign
59.166.0.7,45843,149.171.126.4,4076,6,36.0,2230,13586,34,36,27,7,0,Benign
59.166.0.3,39514,149.171.126.7,5190,6,0.0,1272,2468,16,16,27,0,0,Benign
59.166.0.2,59717,149.171.126.8,53,17,5.0,146,178,2,2,0,2,0,Benign
59.166.0.0,15494,149.171.126.9,5190,6,0.0,2048,2410,24,26,27,421,0,Benign
59.166.0.3,44799,149.171.126.8,27214,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.3,16938,149.171.126.8,53,17,5.0,146,178,2,2,0,5,0,Benign
59.166.0.9,41469,149.171.126.0,9648,6,36.0,2750,25564,44,44,27,58,0,Benign
59.166.0.6,22307,149.171.126.0,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.1,28309,149.171.126.1,6881,6,37.0,1540,1644,16,18,27,14,0,Benign
59.166.0.4,62892,149.171.126.7,11253,6,36.0,2334,16290,36,38,27,9,0,Benign
59.166.0.5,33648,149.171.126.7,31569,6,36.0,3390,41676,56,58,27,23,0,Benign
59.166.0.0,2140,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.6,45887,149.171.126.0,45109,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.9,9812,149.171.126.2,21,6,1.0,2934,3742,52,54,27,268,0,Benign
59.166.0.5,35056,149.171.126.8,80,6,7.0,1580,10168,12,18,27,1015,0,Benign
59.166.0.2,33541,149.171.126.8,31542,6,0.0,2438,19420,38,40,27,0,0,Benign
59.166.0.3,26007,149.171.126.8,55445,6,36.0,3182,39694,52,54,27,28,0,Benign
59.166.0.0,49694,149.171.126.8,6881,6,37.0,1540,1644,16,18,27,13,0,Benign
175.45.176.3,55618,149.171.126.13,860,6,0.0,1000,80,6,2,18,385,0,Benign
59.166.0.2,44788,149.171.126.8,111,17,11.0,568,312,4,4,0,62,0,Benign
59.166.0.1,25473,149.171.126.5,22,6,92.0,12960,13202,132,124,27,32,0,Benign
175.45.176.0,2033,149.171.126.18,80,6,7.0,68180,576,60,14,19,820,0,Benign
59.166.0.3,53273,149.171.126.3,6881,6,37.0,1540,1644,16,18,27,1147,0,Benign
59.166.0.7,45277,149.171.126.7,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.3,29913,149.171.126.8,6881,6,37.0,1540,1644,16,18,27,14,0,Benign
59.166.0.5,63556,149.171.126.9,6881,6,37.0,1540,1644,16,18,27,17,0,Benign
59.166.0.9,10276,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,57027,149.171.126.4,55122,6,36.0,2438,19502,38,40,27,42,0,Benign
175.45.176.3,16626,149.171.126.10,80,6,7.0,790,1324,10,8,27,764,1,Exploits
59.166.0.0,33202,149.171.126.4,53522,6,0.0,4840,3080,28,30,27,0,0,Benign
59.166.0.8,41143,149.171.126.4,10068,6,36.0,2646,23838,42,44,27,22,0,Benign
59.166.0.3,27553,149.171.126.0,61292,6,36.0,2766,24004,44,46,27,15,0,Benign
59.166.0.3,19086,149.171.126.1,80,6,7.0,1684,10168,14,18,27,1011,0,Benign
175.45.176.3,53515,149.171.126.12,80,6,7.0,856,1180,12,8,27,1538,1,Exploits
59.166.0.1,16563,149.171.126.7,36902,6,11.0,4480,3080,28,30,27,619,0,Benign
59.166.0.5,52380,149.171.126.3,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.4,65102,149.171.126.9,25,6,3.0,37268,3068,52,36,27,1025,0,Benign
59.166.0.2,47427,149.171.126.1,49483,6,0.0,8928,320,14,6,27,3,0,Benign
59.166.0.1,39229,149.171.126.9,6881,6,0.0,25576,1094788,456,858,27,4294952,0,Benign
59.166.0.4,36302,149.171.126.5,6881,6,37.0,13038,548216,226,438,27,829,0,Benign
59.166.0.7,48905,149.171.126.3,46987,6,36.0,2958,32648,48,50,27,19,0,Benign
59.166.0.6,22517,149.171.126.5,21,6,1.0,2934,3742,52,54,27,27,0,Benign
59.166.0.4,56447,149.171.126.2,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.1,46715,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,61050,149.171.126.8,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.9,52543,149.171.126.5,25885,6,0.0,424,8824,8,12,27,4,0,Benign
