IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.7,10513,149.171.126.1,39829,17,11.0,536,304,4,4,0,112,0,Benign
59.166.0.0,6874,149.171.126.1,43594,6,36.0,4862,78556,84,86,27,228,0,Benign
59.166.0.5,50125,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.0,30273,149.171.126.5,143,6,4.0,7814,15222,122,126,27,1080,0,Benign
59.166.0.7,32036,149.171.126.2,58365,6,36.0,3614,49036,60,62,27,81,0,Benign
59.166.0.4,19967,149.171.126.6,18608,6,11.0,4576,2456,18,18,27,5,0,Benign
59.166.0.2,58160,149.171.126.3,55930,6,0.0,3390,44832,56,58,27,0,0,Benign
59.166.0.5,59548,149.171.126.8,19803,6,36.0,4862,75600,84,86,27,36,0,Benign
59.166.0.1,43490,149.171.126.4,80,6,7.0,1040,824,8,10,27,4,0,Benign
59.166.0.3,58091,149.171.126.7,55853,6,36.0,3494,40254,58,58,27,82,0,Benign
59.166.0.1,64026,149.171.126.0,80,6,7.0,1572,4056,12,12,25,1013,0,Benign
59.166.0.8,60583,149.171.126.0,22598,6,36.0,2974,33668,48,50,27,17,0,Benign
59.166.0.1,58047,149.171.126.8,26547,6,36.0,2750,27602,44,46,27,23,0,Benign
175.45.176.2,63171,149.171.126.16,110,6,2.68,1192,71864,26,72,27,2015,1,Exploits
59.166.0.2,48226,149.171.126.4,2788,6,11.0,4736,3080,28,30,27,449,0,Benign
59.166.0.6,35198,149.171.126.8,38820,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.7,14110,149.171.126.2,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.9,45336,149.171.126.9,9827,6,36.0,2230,13500,34,36,27,7,0,Benign
59.166.0.9,1445,149.171.126.3,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.3,26406,149.171.126.3,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.4,18120,149.171.126.5,6881,6,37.0,1540,1644,16,18,27,13,0,Benign
59.166.0.4,14662,149.171.126.5,49352,6,0.0,528,8824,10,12,27,33,0,Benign
59.166.0.0,11774,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,43947,149.171.126.3,6881,6,37.0,13246,548216,230,438,27,2103,0,Benign
59.166.0.3,22689,149.171.126.2,42130,6,0.0,424,8824,8,12,27,224,0,Benign
59.166.0.6,57148,149.171.126.2,22,6,92.0,14512,17134,100,100,27,0,0,Benign
59.166.0.0,1583,149.171.126.7,18040,6,36.0,4862,77820,84,86,27,118,0,Benign
59.166.0.0,1098,149.171.126.7,53371,6,36.0,2974,34222,48,50,27,24,0,Benign
59.166.0.7,23075,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,36416,149.171.126.7,111,17,0.0,568,304,4,4,0,0,0,Benign
59.166.0.0,4691,149.171.126.2,33169,6,36.0,2766,28892,44,46,27,16,0,Benign
59.166.0.7,42711,149.171.126.7,52515,6,36.0,2958,32374,48,50,27,19,0,Benign
59.166.0.3,19374,149.171.126.7,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.1,3537,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,10707,149.171.126.2,25,6,3.0,37232,3380,52,42,27,48,0,Benign
59.166.0.2,39532,149.171.126.9,45659,6,36.0,4862,79882,84,86,27,37,0,Benign
59.166.0.1,47705,149.171.126.7,32307,6,36.0,3926,54818,66,68,27,112,0,Benign
59.166.0.5,29832,149.171.126.1,57025,6,36.0,2438,19440,38,40,27,13,0,Benign
59.166.0.7,45062,149.171.126.0,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.5,33229,149.171.126.1,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
59.166.0.1,6770,149.171.126.4,5190,6,0.0,3848,19084,50,52,27,971,0,Benign
59.166.0.8,5392,149.171.126.2,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.2,14870,149.171.126.3,22,6,92.0,5776,7706,60,54,27,0,0,Benign
59.166.0.3,9481,149.171.126.0,25,6,3.0,37410,3276,52,40,27,536,0,Benign
59.166.0.8,41657,149.171.126.0,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.4,12749,149.171.126.8,22,6,92.0,3728,5474,32,24,27,230,0,Benign
175.45.176.2,9427,149.171.126.15,179,6,13.0,686,336,10,8,19,449,0,Benign
59.166.0.7,44148,149.171.126.6,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.7,12891,149.171.126.0,11044,17,11.0,528,304,4,4,0,35,0,Benign
59.166.0.0,62210,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,1326,149.171.126.4,143,6,4.0,7816,15940,122,126,27,459,0,Benign
59.166.0.5,15222,149.171.126.0,6881,6,37.0,10856,454306,186,364,27,4433,0,Benign
59.166.0.5,54568,149.171.126.9,55322,6,11.0,4776,2976,28,28,27,338,0,Benign
59.166.0.0,60517,149.171.126.6,6881,6,37.0,1540,1644,16,18,27,18,0,Benign
59.166.0.5,60962,149.171.126.3,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.2,6242,149.171.126.7,49007,6,11.0,4536,3080,28,30,27,408,0,Benign
59.166.0.0,2033,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,41437,149.171.126.9,52802,6,36.0,3910,55844,66,66,27,56,0,Benign
59.166.0.8,9922,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,44419,149.171.126.5,6547,6,0.0,4014,58994,68,70,27,0,0,Benign
59.166.0.7,29242,149.171.126.2,12556,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.7,33769,149.171.126.2,80,6,7.0,1580,10168,12,18,27,1112,0,Benign
59.166.0.2,10113,149.171.126.8,8513,6,11.0,4064,2456,18,18,27,6,0,Benign
59.166.0.4,5658,149.171.126.5,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
59.166.0.6,44166,149.171.126.2,49637,17,11.0,528,304,4,4,0,1,0,Benign
