IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
175.45.176.3,58088,149.171.126.12,179,6,13.0,522,256,10,6,19,571,0,Benign
59.166.0.4,29299,149.171.126.3,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.4,52427,149.171.126.5,48489,6,36.0,3598,48232,60,62,27,23,0,Benign
59.166.0.2,23502,149.171.126.0,34301,6,0.0,3302,40478,54,56,27,0,0,Benign
59.166.0.8,36767,149.171.126.6,5190,6,0.0,3848,19084,50,52,27,375,0,Benign
59.166.0.6,17597,149.171.126.3,15704,6,0.0,2230,14740,34,36,27,0,0,Benign
59.166.0.0,39310,149.171.126.9,13312,6,36.0,2542,22128,40,42,27,32,0,Benign
175.45.176.0,0,149.171.126.13,0,123,0.0,200,0,2,0,0,0,1,Generic
59.166.0.0,13218,149.171.126.1,39720,17,0.0,520,304,4,4,0,0,0,Benign
59.166.0.9,53553,149.171.126.1,3442,6,0.0,2334,16364,36,38,27,0,0,Benign
59.166.0.0,41325,149.171.126.4,6881,6,37.0,13558,548216,236,438,27,3286,0,Benign
59.166.0.0,1703,149.171.126.3,30736,6,36.0,2958,32536,48,50,27,21,0,Benign
59.166.0.9,53256,149.171.126.4,7855,6,0.0,320,1938,6,8,27,47,0,Benign
59.166.0.5,59405,149.171.126.8,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.9,26062,149.171.126.2,37048,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.7,8670,149.171.126.2,6881,6,37.0,1540,1644,16,18,27,16,0,Benign
59.166.0.7,48843,149.171.126.6,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.0,11298,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.3,11581,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
