IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.7,56154,149.171.126.8,55726,6,0.0,8928,424,14,8,27,48,0,Benign
59.166.0.4,41478,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.5,13873,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.6,15591,149.171.126.1,6881,6,0.0,25056,1094580,446,854,26,4294951,0,Benign
59.166.0.2,55657,149.171.126.1,26022,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.3,55643,149.171.126.8,22,6,92.0,24240,29556,228,238,27,2447,0,Benign
59.166.0.5,3933,149.171.126.2,111,17,11.0,568,312,4,4,0,88,0,Benign
59.166.0.4,61956,149.171.126.0,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
59.166.0.8,25198,149.171.126.6,6881,6,0.0,13558,548216,236,438,27,4294952,0,Benign
59.166.0.9,16240,149.171.126.5,22,6,92.0,3728,5474,32,24,27,0,0,Benign
59.166.0.3,52851,149.171.126.0,53836,6,11.0,5080,3080,28,30,27,442,0,Benign
59.166.0.9,4165,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,13244,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,12866,149.171.126.1,21,6,1.0,2934,3742,52,54,27,846,0,Benign
59.166.0.2,8366,149.171.126.8,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.9,16236,149.171.126.9,35721,6,0.0,2646,23018,42,40,27,0,0,Benign
59.166.0.1,57560,149.171.126.4,25,6,3.0,37508,3380,52,42,27,0,0,Benign
59.166.0.4,9655,149.171.126.5,14877,6,0.0,2438,19860,38,40,27,0,0,Benign
59.166.0.7,63971,149.171.126.9,52639,6,0.0,320,8824,6,12,27,3,0,Benign
59.166.0.8,47367,149.171.126.3,111,17,0.0,568,312,4,4,0,0,0,Benign
175.45.176.3,0,149.171.126.10,0,41,0.0,80,0,2,0,0,0,1,Exploits
59.166.0.7,11745,149.171.126.1,48357,6,36.0,3614,47722,60,62,27,51,0,Benign
59.166.0.2,48427,149.171.126.4,1476,6,36.0,3926,53634,66,68,27,42,0,Benign
59.166.0.0,34315,149.171.126.6,2972,6,36.0,3614,47722,60,62,27,24,0,Benign
59.166.0.8,51905,149.171.126.1,21,6,1.0,2934,3740,52,54,27,833,0,Benign
59.166.0.2,31346,149.171.126.0,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.6,42007,149.171.126.4,46326,6,0.0,424,8824,8,12,27,11,0,Benign
59.166.0.6,26142,149.171.126.5,48047,6,0.0,320,1856,6,8,27,85,0,Benign
59.166.0.7,62449,149.171.126.3,53,17,5.0,130,162,2,2,0,0,0,Benign
175.45.176.1,38142,149.171.126.11,80,6,7.0,792,1142,10,10,27,1657,0,Benign
59.166.0.1,9898,149.171.126.6,45923,6,36.0,2854,31538,46,48,27,22,0,Benign
59.166.0.6,12430,149.171.126.2,5190,6,0.0,1470,1728,22,14,27,561,0,Benign
59.166.0.7,7654,149.171.126.9,53,17,5.0,146,178,2,2,0,0,0,Benign
175.45.176.1,46423,149.171.126.11,6905,17,0.0,1494,0,2,0,0,0,1,DoS
59.166.0.5,49517,149.171.126.8,25,6,3.0,37346,3380,52,42,27,596,0,Benign
59.166.0.8,59264,149.171.126.1,5190,6,0.0,2048,2410,24,26,27,5,0,Benign
59.166.0.0,41469,149.171.126.8,6881,6,37.0,12726,548216,220,438,27,3229,0,Benign
59.166.0.3,39288,149.171.126.5,53,17,0.0,130,162,2,2,0,0,0,Benign
