IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.2,16044,149.171.126.5,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.7,21613,149.171.126.7,5190,6,0.0,1140,2470,14,16,27,0,0,Benign
59.166.0.9,2945,149.171.126.4,43548,6,36.0,2974,31920,48,50,27,23,0,Benign
59.166.0.0,34842,149.171.126.8,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.8,36393,149.171.126.2,40580,17,11.0,536,304,4,4,0,61,0,Benign
59.166.0.7,34054,149.171.126.3,49198,6,0.0,320,1908,6,8,27,0,0,Benign
59.166.0.9,24120,149.171.126.8,59633,6,36.0,2958,32368,48,50,27,20,0,Benign
59.166.0.4,34523,149.171.126.1,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.6,49605,149.171.126.0,31790,6,0.0,3926,53634,66,68,27,0,0,Benign
59.166.0.9,50314,149.171.126.8,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.0,65122,149.171.126.5,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.8,42017,149.171.126.7,50780,6,0.0,2334,16260,36,36,27,0,0,Benign
59.166.0.5,63157,149.171.126.5,21,6,1.0,2934,3742,52,54,27,850,0,Benign
59.166.0.3,60909,149.171.126.4,58851,6,36.0,2854,31402,46,48,27,22,0,Benign
149.171.126.18,445,175.45.176.0,1047,6,10.16,764,1002,9,10,19,1324,0,Benign
59.166.0.5,52005,149.171.126.0,53,17,5.0,130,162,2,2,0,0,0,Benign
175.45.176.1,40827,149.171.126.16,80,6,7.0,836,1126,10,8,27,205,1,Exploits
59.166.0.2,26198,149.171.126.8,25,6,3.0,38106,3276,54,40,27,31,0,Benign
59.166.0.0,5099,149.171.126.0,111,17,11.0,568,312,4,4,0,6,0,Benign
59.166.0.9,9581,149.171.126.8,111,17,11.0,568,320,4,4,0,4,0,Benign
59.166.0.4,36206,149.171.126.9,6881,6,37.0,13558,548216,236,438,27,388,0,Benign
59.166.0.3,36007,149.171.126.5,5190,6,0.0,1470,1728,22,14,27,0,0,Benign
59.166.0.3,3511,149.171.126.9,6881,6,0.0,13454,548216,234,438,27,4294951,0,Benign
59.166.0.9,36170,149.171.126.8,11166,6,0.0,2646,23838,42,44,27,0,0,Benign
59.166.0.6,12031,149.171.126.8,25731,6,0.0,424,8824,8,12,27,4,0,Benign
59.166.0.9,9284,149.171.126.5,39409,6,36.0,3182,39076,52,54,27,50,0,Benign
59.166.0.4,35858,149.171.126.7,25,6,3.0,37452,3380,52,42,27,34,0,Benign
59.166.0.5,17403,149.171.126.7,25,6,3.0,37462,3380,52,42,27,0,0,Benign
59.166.0.7,24023,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,57835,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.3,58480,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,6542,149.171.126.7,48505,6,36.0,4030,57474,68,68,27,122,0,Benign
59.166.0.5,60926,149.171.126.0,6881,6,37.0,1540,1644,16,18,27,575,0,Benign
59.166.0.5,33978,149.171.126.1,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
59.166.0.0,42626,149.171.126.0,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.6,52836,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,63358,149.171.126.6,63969,6,36.0,3614,49342,60,62,27,34,0,Benign
59.166.0.0,19144,149.171.126.0,6881,6,37.0,13454,548216,234,438,27,4957,0,Benign
175.45.176.1,7894,149.171.126.13,520,17,0.0,104,0,2,0,0,0,0,Benign
59.166.0.8,53202,149.171.126.9,5190,6,0.0,1470,1728,22,14,27,311,0,Benign
59.166.0.6,43755,149.171.126.2,5190,6,0.0,612,1150,10,5,26,0,0,Benign
59.166.0.7,12980,149.171.126.2,14677,6,36.0,2750,28194,44,46,27,16,0,Benign
59.166.0.3,54125,149.171.126.6,5190,6,0.0,2054,2478,22,24,27,5,0,Benign
59.166.0.6,65105,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,31154,149.171.126.0,7342,6,0.0,320,1834,6,8,27,0,0,Benign
59.166.0.6,29333,149.171.126.8,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.8,13582,149.171.126.1,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.0,50723,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
