IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.2,27162,149.171.126.3,21,6,1.0,2934,3742,52,54,27,1982,0,Benign
59.166.0.3,13114,149.171.126.4,53,17,5.0,146,178,2,2,0,2,0,Benign
59.166.0.1,58526,149.171.126.3,12254,6,0.0,4550,72164,78,80,27,0,0,Benign
59.166.0.8,3472,149.171.126.5,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.0,19938,149.171.126.9,18981,6,36.0,4222,61786,72,74,27,29,0,Benign
59.166.0.4,65013,149.171.126.1,20647,6,36.0,3390,44558,56,58,27,21,0,Benign
59.166.0.9,58097,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,48216,149.171.126.5,5190,6,0.0,1064,2260,12,12,27,0,0,Benign
59.166.0.2,37622,149.171.126.7,80,6,7.0,1580,10168,12,18,27,1077,0,Benign
59.166.0.1,54220,149.171.126.5,53530,17,11.0,528,304,4,4,0,242,0,Benign
59.166.0.5,16246,149.171.126.0,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.3,22275,149.171.126.0,1922,6,36.0,2646,24692,42,44,27,23,0,Benign
59.166.0.4,7544,149.171.126.8,25,6,3.0,37644,3380,52,42,27,570,0,Benign
59.166.0.4,65298,149.171.126.7,63121,6,36.0,2230,14370,34,36,27,12,0,Benign
59.166.0.7,34976,149.171.126.2,6881,6,37.0,1540,1644,16,18,27,21,0,Benign
59.166.0.4,64785,149.171.126.2,80,6,7.0,18786,1087890,352,746,27,4294905,0,Benign
59.166.0.1,35877,149.171.126.3,14063,6,0.0,528,8824,10,12,27,187,0,Benign
59.166.0.3,41949,149.171.126.1,10090,6,36.0,5174,86792,90,92,27,141,0,Benign
175.45.176.1,1272,149.171.126.11,445,6,10.16,1010,756,12,8,19,823,1,Fuzzers
59.166.0.7,1470,149.171.126.4,6881,6,37.0,1540,1644,16,18,27,13,0,Benign
59.166.0.3,44053,149.171.126.1,143,6,4.0,7810,16000,122,126,27,0,0,Benign
59.166.0.8,56947,149.171.126.1,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,28614,149.171.126.9,25182,6,36.0,4238,60832,72,74,27,165,0,Benign
59.166.0.8,64587,149.171.126.5,18541,6,36.0,5174,89856,90,92,27,46,0,Benign
59.166.0.8,2165,149.171.126.2,6881,6,37.0,13142,548216,228,438,27,5981,0,Benign
