IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.9,20131,149.171.126.0,17935,6,36.0,2854,30622,46,48,27,14,0,Benign
59.166.0.2,20539,149.171.126.0,25,6,3.0,37460,3380,52,42,27,25,0,Benign
59.166.0.8,26399,149.171.126.1,32341,6,0.0,424,8824,8,12,27,9,0,Benign
59.166.0.4,38971,149.171.126.5,25,6,3.0,37238,3276,52,40,27,352,0,Benign
59.166.0.2,50734,149.171.126.4,5190,6,0.0,1036,2262,12,12,27,4,0,Benign
59.166.0.4,9683,149.171.126.9,21,6,1.0,2934,3742,52,54,27,899,0,Benign
59.166.0.7,49888,149.171.126.8,111,17,11.0,568,304,4,4,0,5,0,Benign
59.166.0.1,37118,149.171.126.8,35079,6,36.0,2646,25684,42,44,27,33,0,Benign
59.166.0.6,17124,149.171.126.8,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.0,45700,149.171.126.3,25,6,3.0,37278,3276,52,40,27,239,0,Benign
59.166.0.0,10765,149.171.126.0,9137,6,11.0,3656,2456,18,18,27,4,0,Benign
59.166.0.4,1394,149.171.126.8,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.4,65259,149.171.126.8,24160,6,0.0,320,1888,6,8,27,119,0,Benign
59.166.0.5,41853,149.171.126.0,10137,6,36.0,3926,57982,66,68,27,431,0,Benign
59.166.0.9,1771,149.171.126.8,22,6,92.0,3728,5578,32,26,27,0,0,Benign
59.166.0.5,49308,149.171.126.7,54613,6,0.0,320,1976,6,8,27,105,0,Benign
59.166.0.3,42756,149.171.126.0,49175,6,0.0,2334,16364,36,38,27,0,0,Benign
59.166.0.9,35146,149.171.126.4,5190,6,0.0,2158,2464,24,24,27,0,0,Benign
59.166.0.7,40984,149.171.126.5,143,6,4.0,7806,16420,122,126,27,0,0,Benign
59.166.0.8,26148,149.171.126.1,21,6,1.0,2934,3742,52,54,27,29,0,Benign
59.166.0.3,5730,149.171.126.0,53,17,5.0,132,164,2,2,0,0,0,Benign
59.166.0.3,40366,149.171.126.8,10447,17,0.0,536,304,4,4,0,0,0,Benign
59.166.0.6,18649,149.171.126.1,17550,17,11.0,520,304,4,4,0,1,0,Benign
59.166.0.7,40871,149.171.126.1,22,6,92.0,5928,8010,62,58,27,10,0,Benign
59.166.0.6,24611,149.171.126.3,22901,6,0.0,4496,2456,18,18,27,0,0,Benign
59.166.0.0,37777,149.171.126.4,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.0,18992,149.171.126.5,60549,6,0.0,320,1898,6,8,27,800,0,Benign
59.166.0.9,35564,149.171.126.6,62821,6,0.0,320,1902,6,8,27,2,0,Benign
59.166.0.3,17229,149.171.126.4,13604,6,36.0,3062,33044,50,50,27,133,0,Benign
59.166.0.5,48723,149.171.126.2,80,6,7.0,1684,10168,14,18,27,1139,0,Benign
59.166.0.9,21296,149.171.126.2,19510,6,36.0,5278,89752,92,90,27,148,0,Benign
59.166.0.3,27687,149.171.126.6,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.0,55584,149.171.126.0,50808,6,0.0,3806,55844,64,66,27,0,0,Benign
59.166.0.6,54535,149.171.126.0,80,6,7.0,18266,1043552,342,715,27,4294951,0,Benign
59.166.0.7,16888,149.171.126.3,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.4,45399,149.171.126.8,45708,6,36.0,2854,31354,46,48,27,125,0,Benign
59.166.0.8,7928,149.171.126.5,11382,6,0.0,8928,424,14,8,27,43,0,Benign
175.45.176.3,48290,149.171.126.14,445,6,41.0,136306,896,112,22,19,2148,1,Fuzzers
59.166.0.3,25662,149.171.126.1,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.9,22867,149.171.126.2,64956,6,36.0,2646,25684,42,44,27,19,0,Benign
59.166.0.4,53371,149.171.126.7,5190,6,0.0,1244,2574,16,18,27,0,0,Benign
175.45.176.0,41037,149.171.126.14,514,17,17.0,2008,0,2,0,0,0,1,Fuzzers
59.166.0.3,8097,149.171.126.8,41993,6,0.0,3598,49642,60,62,27,0,0,Benign
175.45.176.1,20469,149.171.126.11,445,6,10.16,974,728,12,8,19,820,1,Fuzzers
175.45.176.3,17199,149.171.126.10,25,6,3.0,368980,3974,300,74,27,9379,1,Exploits
59.166.0.6,29411,149.171.126.8,29236,6,36.0,3390,41008,56,58,27,30,0,Benign
59.166.0.7,22272,149.171.126.3,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.4,37184,149.171.126.8,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.9,53395,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.3,3974,149.171.126.0,44687,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.5,17161,149.171.126.5,6881,6,37.0,1540,1644,16,18,27,19,0,Benign
59.166.0.0,63575,149.171.126.9,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.9,64082,149.171.126.5,5190,6,0.0,12248,27312,148,148,27,1877,0,Benign
175.45.176.1,13430,149.171.126.12,52847,6,175.0,352,9116,8,12,19,2144,1,Exploits
59.166.0.3,45349,149.171.126.8,44172,6,36.0,2558,23268,40,42,27,99,0,Benign
59.166.0.6,16151,149.171.126.0,16082,17,11.0,528,304,4,4,0,12,0,Benign
175.45.176.0,59731,149.171.126.15,1584,6,0.0,2286,336,10,8,19,1120,1,DoS
59.166.0.7,21453,149.171.126.8,63356,6,36.0,2854,29218,46,48,27,24,0,Benign
59.166.0.6,51289,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,36924,149.171.126.9,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.6,12509,149.171.126.3,19012,6,0.0,8928,424,14,8,27,49,0,Benign
175.45.176.2,1273,149.171.126.15,1723,6,115.0,744,336,10,8,19,614,1,Fuzzers
59.166.0.1,53126,149.171.126.2,80,6,7.0,1580,10168,12,18,27,1202,0,Benign
175.45.176.2,3037,149.171.126.11,179,6,13.0,906,336,10,8,19,2120,0,Benign
