IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.3,36759,149.171.126.5,25,6,3.0,37252,3276,52,40,27,318,0,Benign
59.166.0.3,17369,149.171.126.1,54170,6,36.0,2646,25418,42,44,27,24,0,Benign
59.166.0.9,30761,149.171.126.4,56469,6,36.0,3614,49036,60,62,27,42,0,Benign
59.166.0.1,28564,149.171.126.0,80,6,7.0,1684,10168,14,18,27,1248,0,Benign
59.166.0.0,15862,149.171.126.2,22,6,92.0,12752,13306,128,126,27,0,0,Benign
59.166.0.9,31141,149.171.126.3,6881,6,37.0,1540,1644,16,18,27,13,0,Benign
59.166.0.7,49362,149.171.126.5,1287,6,0.0,5174,86792,90,92,27,0,0,Benign
59.166.0.4,27753,149.171.126.2,55365,6,36.0,4238,63618,72,74,27,157,0,Benign
59.166.0.6,49037,149.171.126.6,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.4,14091,149.171.126.4,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.2,26837,149.171.126.0,6881,6,37.0,1540,1644,16,18,27,38,0,Benign
59.166.0.4,30201,149.171.126.6,58031,6,36.0,2974,31400,48,50,27,18,0,Benign
59.166.0.7,28447,149.171.126.8,62410,6,36.0,3926,55310,66,68,27,27,0,Benign
59.166.0.7,33299,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1010,0,Benign
59.166.0.5,54273,149.171.126.3,80,6,7.0,1684,10168,14,18,27,1004,0,Benign
59.166.0.3,14317,149.171.126.5,6881,6,0.0,1540,1644,16,18,27,0,0,Benign
59.166.0.3,62066,149.171.126.0,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.8,1757,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,32732,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.0,30827,149.171.126.6,28003,6,36.0,3286,39076,54,54,27,243,0,Benign
59.166.0.2,16279,149.171.126.0,31919,6,36.0,2646,24316,42,44,27,12,0,Benign
59.166.0.2,62083,149.171.126.6,25,6,3.0,37268,3172,52,38,27,308,0,Benign
59.166.0.3,51069,149.171.126.6,22199,17,11.0,536,304,4,4,0,1,0,Benign
175.45.176.0,43416,149.171.126.17,139,6,10.0,2762,1956,22,16,19,2472,1,Exploits
